Sample ID	Sample label (BioSample)	Sample label (BioArchive)	Sample label (ENA)	URL file	Campaign	Site label	Site number	Event	Device	Comment OBJECTIVE	Comment PLATFORM	Comment DEVICE REPORTED	Comment DESCRIPTION	URI	Date/Time	Latitude	Longitude	Date/Time 2	Latitude 2	Longitude 2	Depth	TZ	Local time	"Country, closest"	"Country, distance"	"BG province, closest, abbrev"	"BG province, closest, desc"	"BG province, distance"	"LME, closest, desc"	"LME, distance"	"Locality, site"	"Locality, region"	URL ref	Biome	purl_biome	Env feature	purl_feature	Material	purl_material	Protocol Label	Quantity	Container	Content	"Size-fraction, upper thresh"	"Size-fraction, lower thresh"	"Treatment, chemicals"	"Treatment, storage"	Temp	Sal	pH	[PO4]3-	[NO3]-	POC	[NO2]-	DOC	Plank nano/micro	PAR	Cond	PP C	OXYGEN	PON	Plank meso/macro	Bact prod C	DON	[NH4]+	Si(OH)4	Turbidity	Fluorometer	Chl a
OSD186_2014-06-21_2.4m_NPL022	SAMEA3275469	ABOKL60	ERS667478	https://www.ebi.ac.uk/ena/data/view/ERS667478	OSD-Jun-2014	OSD186	186	OSD186_20140621T1704Z	"Bottle, Kemmerer"	Participation in OSD	Dock	"5L-Kimmerer, YSI85"	collected with Kimmer below surface of water (total depth at site 2.4m)	http://store.pangaea.de/Projects/OSD_2014/OSD186_20140621T1704Z.pdf	2014-06-21T17:04	38.885507	-76.5416	2014-06-21T17:21	38.885507	-76.5416	2.4	UTC-05	21-06-2014T12:04:00	USA	456	NWCS	Coastal - NW Atlantic Shelves Province	0.035146239	Northeast U.S. Continental Shelf	212	SERC Rhode River Maryland	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	freshwater river biome	http://purl.obolibrary.org/obo/ENVO_01000253	brackish estuary	http://purl.obolibrary.org/obo/ENVO_00002137	brackish water	http://purl.obolibrary.org/obo/ENVO_00002019	NPL022	0.2;0.2;0.2;0.2;0.15;0.2	Sterivex cartridge	Not provided	No pre-filtration	0.22	None	-20 Freezer	26.8	7.2											6.2								37.6	
OSD60_2014-06-19_0.1m_NPL022	SAMEA3275582	ABOKM20	ERS667600	https://www.ebi.ac.uk/ena/data/view/ERS667600	OSD-Jun-2014	OSD60	60	OSD60_20140619T1545Z	"Bottle, Nalgene 4-L"	collect prokaryotic and eukaryotic DNA samples	Not reported	4L sterile bottles	Sampling for Ocean Sampling Day. We used Polycarbonate membrane filters with 47 mm in diameter	http://store.pangaea.de/Projects/OSD_2014/OSD60_20140619T1545Z.pdf	2014-06-19T15:45	33.32306	-79.16763	2014-06-19T16:00	33.32306	-79.16763	0.1	UTC-05	19-06-2014T10:45:00	USA	90	NWCS	Coastal - NW Atlantic Shelves Province	0.00513785	Southeast U.S. Continental Shelf	841	South Carolina 2 - North Inlet	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	coastal water body	http://purl.obolibrary.org/obo/ENVO_02000049	brackish water	http://purl.obolibrary.org/obo/ENVO_00002019	NPL022	1.5;1.5;1.5;1.5;1.5	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	27.77	35.13	7.92								53.34		5.51									
OSD47_2014-06-21_0m_NPL022	SAMEA3275603	ABOKM66	ERS667621	https://www.ebi.ac.uk/ena/data/view/ERS667621	OSD-Jun-2014	OSD47	47	OSD47_20140621T1256Z	"Bottle, unknown 10-L"	Not provided	UNIPD Boat	10 L bottle	The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filters reported here.	http://store.pangaea.de/Projects/OSD_2014/OSD47_20140621T1256Z.pdf	2014-06-21T12:56	45.502	12.4176	2014-06-21T12:57	45.502	12.4176	0	UTC+01	21-06-2014T13:56:00	ITA	253	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	104	Venice Lagoon	Adriatic Sea	http://marineregions.org/gazetteer.php?p=details&id=3314	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	lagoon	http://purl.obolibrary.org/obo/ENVO_00000038	brackish water	http://purl.obolibrary.org/obo/ENVO_00002019	NPL022	0.45;0.45;0.45;0.45;0.45;0.45	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	25.3	27.42	7.67	0.165	1.75		1.24						4.26					2.01	13.37			3.18
OSD69_2014-06-21_0m_NPL022	SAMEA3275576	ABOKM43	ERS667594	https://www.ebi.ac.uk/ena/data/view/ERS667594	OSD-Jun-2014	OSD69	69	OSD69_20140621T1508Z	"Bottle, unknown 10-L"	OSD samplig	UNIPD Boat	10 L bottle	The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filters reported here	http://store.pangaea.de/Projects/OSD_2014/OSD69_20140621T1508Z.pdf	2014-06-21T15:08	45.4568	12.2605	2014-06-21T15:11	45.4568	12.2605	0	UTC+01	21-06-2014T16:08:00	ITA	0	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0.010879246	Mediterranean Sea	16	Marghera	Adriatic Sea	http://marineregions.org/gazetteer.php?p=details&id=3314	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	lagoon	http://purl.obolibrary.org/obo/ENVO_00000038	brackish water	http://purl.obolibrary.org/obo/ENVO_00002019	NPL022	0.45;0.45;0.45;0.45;0.45;0.45	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	25.7	29.41	7.83	0.24	7.69		0.37						5.01					1.94	14.07			4.11
OSD107_2014-06-20_0m_NPL022	SAMEA3275540	ABOKL57	ERS667558	https://www.ebi.ac.uk/ena/data/view/ERS667558	OSD-Jun-2014	OSD107	107	OSD107_20140620T0950Z	"Bucket, plastic"	OSD2014 PORTUGAL MAINLAND	Ground	ACID WASHED RECIPIENT	OSD107-LISBOA	http://store.pangaea.de/Projects/OSD_2014/OSD107_20140620T0950Z.pdf	2014-06-20T09:50	39.14039	-9.38011	2014-06-20T10:10	39.14039	-9.38011	0	UTC+00	20-06-2014T09:50:00	PRT	243	CNRY	Coastal - Canary Coastal Province (EACB)	0.000490717	Iberian Coastal	193	Lisboa	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	1;1;0.77;1;1	Sterivex	SPM	No pre-filtration	0.22	None	-80	20.2	30																				
OSD108_2014-06-20_0m_NPL022	SAMEA3275539	ABOKM08	ERS667557	https://www.ebi.ac.uk/ena/data/view/ERS667557	OSD-Jun-2014	OSD108	108	OSD108_20140620T1140Z	"Bucket, plastic"	OSD2014 PORTUGAL MAINLAND	Ground	ACID WASHED RECIPIENT	OSD108-ALCOCHETE	http://store.pangaea.de/Projects/OSD_2014/OSD108_20140620T1140Z.pdf	2014-06-20T11:40	38.757283	-8.966333	2014-06-20T11:50	38.757283	-8.966333	0	UTC+00	20-06-2014T11:40:00	PRT	508	CNRY	Coastal - Canary Coastal Province (EACB)	0	Iberian Coastal	0	Alcochete	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	1;1;1;1;1	Sterivex	SPM	No pre-filtration	0.22	None	-80	20.1	30																				
OSD109_2014-06-20_0m_NPL022	SAMEA3275538	ABOKL46	ERS667556	https://www.ebi.ac.uk/ena/data/view/ERS667556	OSD-Jun-2014	OSD109	109	OSD109_20140620T1100Z	"Bucket, plastic"	OSD2014 at PT MAINLAND	Ground	ACID WASHED RECIPIENT	OSD109-ROSARIO	http://store.pangaea.de/Projects/OSD_2014/OSD109_20140620T1100Z.pdf	2014-06-20T11:00	38.67694	-9.01239	2014-06-20T11:10	38.67694	-9.01239	0	UTC+00	20-06-2014T11:00:00	PRT	33	CNRY	Coastal - Canary Coastal Province (EACB)	0.025869444	Iberian Coastal	0	Rosa Rio	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	1;1;1;1;1	Sterivex	SPM	No pre-filtration	0.22	None	-80	20.5	30																				
OSD110_2014-06-21_0m_NPL022	SAMEA3275537	ABOKL58	ERS667555	https://www.ebi.ac.uk/ena/data/view/ERS667555	OSD-Jun-2014	OSD110	110	OSD110_20140621T1030Z	"Bucket, plastic"	OSD2014 at PT MAINLAND	Ground	ACID WASHED RECIPIENT	OSD110-FIGUEIRA DA FOZ	http://store.pangaea.de/Projects/OSD_2014/OSD110_20140621T1030Z.pdf	2014-06-21T10:30	40.145122	-8.869328	2014-06-21T10:50	40.145122	-8.869328	0	UTC+00	21-06-2014T10:30:00	PRT	618	CNRY	Coastal - Canary Coastal Province (EACB)	0	Iberian Coastal	0	Figueira da Foz	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	1;1;1;1;1	Sterivex	SPM	No pre-filtration	0.22	None	-80	23	22.5																				
OSD111_2014-06-21_0m_NPL022	SAMEA3275536	ABOKL54	ERS667554	https://www.ebi.ac.uk/ena/data/view/ERS667554	OSD-Jun-2014	OSD111	111	OSD111_20140621T0830Z	"Bucket, plastic"	OSD2014 at PT MAINLAND	Ground	ACID WASHED RECIPIENT	OSD111-RIA DE AVEIRO_1	http://store.pangaea.de/Projects/OSD_2014/OSD111_20140621T0830Z.pdf	2014-06-21T08:30	40.659875	-8.703761	2014-06-21T08:50	40.659875	-8.703761	0	UTC+00	21-06-2014T08:30:00	PRT	238	CNRY	Coastal - Canary Coastal Province (EACB)	0	Iberian Coastal	0	Ria de Aveiro_1	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	0.71;0.97;0.84;0.81;0.82	Sterivex	SPM	No pre-filtration	0.22	None	-80	25.2	30																				
OSD116_2014-06-21_0m_NPL022	SAMEA3275533	ABOKL59	ERS667550	https://www.ebi.ac.uk/ena/data/view/ERS667550	OSD-Jun-2014	OSD116	116	OSD116_20140621T1330Z	"Bucket, plastic"	OSD2014 at PT MAINLAND	Ground	ACID WASHED RECIPIENT	OSD116-LAGOA DE ABIDOS	http://store.pangaea.de/Projects/OSD_2014/OSD116_20140621T1330Z.pdf	2014-06-21T13:30	39.415067	-9.218828	2014-06-21T13:40	39.415067	-9.218828	0	UTC+00	21-06-2014T13:30:00	PRT	613	CNRY	Coastal - Canary Coastal Province (EACB)	0.021473765	Iberian Coastal	0	Lagoa de Obidos	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	1;1;1;1;1	Sterivex	SPM	No pre-filtration	0.22	None	-80	24.7	22.5																				
OSD73_2014-06-21_1m_NPL022	SAMEA3275571	ABOKL69	ERS667589	https://www.ebi.ac.uk/ena/data/view/ERS667589	OSD-Jun-2014	OSD73	73	OSD73_20140621T1115Z	"Bucket, plastic"	Investigate Ocean Microbial Diversity	None	Acide Washed Bucket	Mouth of Lima estuary_Surface Water	http://store.pangaea.de/Projects/OSD_2014/OSD73_20140621T1115Z.pdf	2014-06-21T11:15	41.6835	-8.8341	2014-06-21T11:29	41.6835	-8.8341	1	UTC+00	21-06-2014T11:15:00	PRT	315	CNRY	Coastal - Canary Coastal Province (EACB)	0.014834142	Iberian Coastal	79	Lima Estuary	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	1.35;1.3;1.325;1.4;1.374;1.35	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	18.4	32.3	8.25	3.52	12.16	6830	0						8.03					1.38	12.08			
OSD74_2014-06-21_1m_NPL022	SAMEA3275570	ABOKL86	ERS667588	https://www.ebi.ac.uk/ena/data/view/ERS667588	OSD-Jun-2014	OSD74	74	OSD74_20140621T1115Z	"Bucket, plastic"	Investigate Ocean Microbial Diversity	none	Acid washed bucket	Surface Water	http://store.pangaea.de/Projects/OSD_2014/OSD74_20140621T1115Z.pdf	2014-06-21T11:15	41.1416	-8.6668	2014-06-21T12:00	41.1416	-8.6668	1	UTC+00	21-06-2014T11:15:00	PRT	387	CNRY	Coastal - Canary Coastal Province (EACB)	0.02567392	Iberian Coastal	0	Douro Estuary	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	1.625;1.65;1.625;1.725;1.725;1.725	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	20.2	13.75	7.83	3.96	58.92	3000	1.18						9.08					7.24	21.17			
OSD126_2014-06-21_1m_NPL022	SAMEA3275525	ABOKM13	ERS667539	https://www.ebi.ac.uk/ena/data/view/ERS667539	OSD-Jun-2014	OSD126	126	OSD126_20140621T1215Z	"Bottle, Niskin 1.6-L"	"Surface water sample in Fjord Eyjafjordur, Iceland at 21.6.2014 at 12:15. 0.22 um Sterivex filtration"	Research Vessel Einari Nesi	Nissan Bottles 1.6 L	Water more turbid than of sample	http://store.pangaea.de/Projects/OSD_2014/OSD126_20140621T1215Z.pdf	2014-06-21T12:15	66.00691	-18.19653	2014-06-21T12:31	66.00659	-18.19753	1	UTC+00	21-06-2014T12:15:00	ISL	0	ARCT	Polar - Atlantic Arctic Province	0.069496955	Iceland Shelf and Sea	3870	Eyafjordur_1	Greenland Sea	http://marineregions.org/gazetteer.php?p=details&id=2356	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	fjord	http://purl.obolibrary.org/obo/ENVO_00000039	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	2.9;1.98;2.828;2.76;2.9	20L container	5L	No pre-filtration	0.22	None	-80	12.2	42.3																				
OSD130_2014-06-21_1m_NPL022	SAMEA3275521	ABOKM26	ERS667535	https://www.ebi.ac.uk/ena/data/view/ERS667535	OSD-Jun-2014	OSD130	130	OSD130_20140621T1141Z	"Bucket, plastic 5-L"	"Sampling of coastal waves, Eyjafjordur"	boat	Plastic containers 5 L	Surface sampling at 1 m depth	http://store.pangaea.de/Projects/OSD_2014/OSD130_20140621T1141Z.pdf	2014-06-21T11:41	66.1316	-18.7902	2014-06-21T12:05	66.1316	-18.7902	1	UTC+00	21-06-2014T11:41:00	ISL	170	ARCT	Polar - Atlantic Arctic Province	0.059001445	Iceland Shelf and Sea	345	Eyafjordur_5	Greenland Sea	http://marineregions.org/gazetteer.php?p=details&id=2356	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	fjord	http://purl.obolibrary.org/obo/ENVO_00000039	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	2.1;2.32;1.25;2.12;2.08	5L container	5L	No pre-filtration	0.22	None	-80	10.1	48																				
OSD167_2014-06-21_0.1m_NPL022	SAMEA3275485	ABOKM29	ERS667494	https://www.ebi.ac.uk/ena/data/view/ERS667494	OSD-Jun-2014	OSD167	167	OSD167_20140621T1415Z	"Bucket, plastic 5-L"	"Coastal water, near shore and in proximity to human settlement Akureyri, Eyjafjordur, Iceland"	Coastline	Plastic container 5 L	"Shore samples, collecter stepped into water and filled containers with surface water"	http://store.pangaea.de/Projects/OSD_2014/OSD167_20140621T1415Z.pdf	2014-06-21T14:15	65.7064	-18.1181	2014-06-21T15:30	65.7064	-18.1181	0.1	UTC+00	21-06-2014T14:15:00	ISL	100	ARCT	Polar - Atlantic Arctic Province	0	Iceland Shelf and Sea	0	Eyafjordur_6	Greenland Sea	http://marineregions.org/gazetteer.php?p=details&id=2356	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	fjord	http://purl.obolibrary.org/obo/ENVO_00000039	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	0.630;0.730;0.706;0.770	5L	5L	No pre-filtration	0.22	None	-80	11	1.1									1.1											
OSD149_2014-06-21_0m_NPL022	SAMEA3282990	ABOKN08	ERS667517	https://www.ebi.ac.uk/ena/data/view/ERS667517	OSD-Jun-2014	OSD149	149	OSD149_20140621T1440Z	"Bucket, plastic"	Participate at OSD june 2014	"Zodiac, carboys"	Acid rinsed plastic Carboys	Coastal lagoon North	http://store.pangaea.de/Projects/OSD_2014/OSD149_20140621T1440Z.pdf	2014-06-21T14:40	-34.616	-54.266	2014-06-21T14:50	-34.616	-54.266	0	UTC-03	21-06-2014T11:40:00	URY	0	BRAZ	Coastal - Brazil Current Coastal Province	0	Patagonian Shelf	0	Laguna Rocha Norte	South Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1914	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	lagoon	http://purl.obolibrary.org/obo/ENVO_00000038	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	0.8;0.7;0.7	Sterivex cartridge	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	10.98	14.3			3.8			383.333			20940							7.7				
OSD150_2014-06-21_0m_NPL022	SAMEA3282988	ABOKN05	ERS667515	https://www.ebi.ac.uk/ena/data/view/ERS667515	OSD-Jun-2014	OSD150	150	OSD150_20140621T1500Z	"Bucket, plastic"	Participation at OSD june 2014	"Zodiac, carboys"	Acid rinsed plastic Carboys	Costal Rochas lagoon	http://store.pangaea.de/Projects/OSD_2014/OSD150_20140621T1500Z.pdf	2014-06-21T15:00	-34.666	-54.2752	2014-06-21T15:10	-34.666	-54.2752	0	UTC-03	21-06-2014T12:00:00	URY	0	BRAZ	Coastal - Brazil Current Coastal Province	0	Patagonian Shelf	0	Laguna Rocha Sur	South Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1914	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	lagoon	http://purl.obolibrary.org/obo/ENVO_00000038	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	0.7;0.7;0.7	Sterivex cartridge	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	9.99	18			3.5			366.667			20.94							11.2				
OSD115_2014-06-21_0m_NPL022	SAMEA3275534	ABOKL47	ERS667551	https://www.ebi.ac.uk/ena/data/view/ERS667551	OSD-Jun-2014	OSD115	115	OSD115_20140621T1430Z	"Bucket, plastic"	OSD2014 at PT MAINLAND	Ground	ACID WASHED RECIPIENT	OSD115-SANTA CRUZ	http://store.pangaea.de/Projects/OSD_2014/OSD115_20140621T1430Z.pdf	2014-06-21T14:30	39.134347	-9.384778	2014-06-21T14:45	39.134347	-9.384778	0	UTC+00	21-06-2014T14:30:00	PRT	309	CNRY	Coastal - Canary Coastal Province (EACB)	0.000159673	Iberian Coastal	357	Santa Cruz	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	0.8;0.71;0.89;0.91;0.82	Sterivex	SPM	No pre-filtration	0.22	None	-80	20.3	40																				
OSD153_2014-06-21_0m_NPL022	SAMEA3275499	ABOKL66	ERS667508	https://www.ebi.ac.uk/ena/data/view/ERS667508	OSD-Jun-2014	OSD153	153	OSD153_20140621T1015Z	"Bucket, plastic 5-L"	"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores)."	On Site Access	"5L Plastic water Gallons, Disinfected"	Surface water from the costal Faro Island. Five samples were taken for amplicon and metagenomic Sequencing.	http://store.pangaea.de/Projects/OSD_2014/OSD153_20140621T1015Z.pdf	2014-06-21T10:15	36.997655	-7.981656	2014-06-21T10:35	36.997655	-7.981656	0	UTC+00	21-06-2014T10:15:00	PRT	0	CNRY	Coastal - Canary Coastal Province (EACB)	0	Iberian Coastal	0	Faro Island	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	2.8;3.0;3.0;3.0;3.0	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	21.1	34.4	8.15										8.83					0.3839				
OSD65_2014-06-20_0.1m_NPL022	SAMEA3275577	ABOKL56	ERS667595	https://www.ebi.ac.uk/ena/data/view/ERS667595	OSD-Jun-2014	OSD65	65	OSD65_20140620T2230Z	"Bottle, unknown"	collect water samples for microbial analysis.	Boat	Sterilised wine bottle	Surface seawater sample.	http://store.pangaea.de/Projects/OSD_2014/OSD65_20140620T2230Z.pdf	2014-06-20T22:30	-36.292794	174.818567	2014-06-20T22:50	-36.292794	174.818567	0.1	UTC+12	20-06-2014T10:30:00	NZL	575	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	0	New Zealand Shelf	198	Leigh Marine Laboratory (NZ)	South Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1910	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	1.5;1.5;1.5;1.5;1.5;1.5	Polycarbonate	Particulate matter	No pre-filtration	0.22	None	-80	16	34	8.34		1.1		0.17											0.3				
OSD168_2014-06-21_2m_NPL022	SAMEA3275484	ABOKL88	ERS667493	https://www.ebi.ac.uk/ena/data/view/ERS667493	OSD-Jun-2014	OSD168	168	OSD168_20140621T0915Z	"Bottle, Nansen"	"Environmental and planktonic investigation of the coastal surface waters of eutrophic Izmir Bay (Aegean Sea) in the scope of Ocean Sampling Day, 21st of June 2014."	R/V K Piri Reis deck	Nansen Bottle	It was a sunny day. Sea colour was close to green and it was turbid in the port (on-board sampling).	http://store.pangaea.de/Projects/OSD_2014/OSD168_20140621T0915Z.pdf	2014-06-21T09:15	38.41333	27.03421	2014-06-21T09:55	38.41333	27.03421	2	UTC+02	21-06-2014T11:15:10	TUR	0	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	IMST_izmir	Aegean Sea	http://marineregions.org/gazetteer.php?p=details&id=3315	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	sea	http://purl.obolibrary.org/obo/ENVO_00000016	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	2;2;5;3;3;3	Plastig bag	Particulate matter	No pre-filtration	0.22	None	-80	25.7352	38.301	8.29	4.563	0.123	357.96	0.196		6601571754		58.32		268.671	0.399				0.671	3.83			9.057
OSD51_2014-06-21_2m_NPL022	SAMEA3275598	ABOKL93	ERS667616	https://www.ebi.ac.uk/ena/data/view/ERS667616	OSD-Jun-2014	OSD51	51	OSD51_20140621T1556Z	"Bottle, Van Dorn 2.2-L"	The sampling activity will be part of a long term project named Marine Geo	Research boat Loligo	Water sampling Bottle Van Dorn 2.2 liters	Surface Water	http://store.pangaea.de/Projects/OSD_2014/OSD51_20140621T1544Z.pdf	2014-06-21T15:56	9.3485	-82.266	2014-06-21T16:02	9.3485	-82.266	2	UTC-05	21-06-2014T10:56:00	PAN	97	GUIA	Coastal - Guianas Coastal Province	0	Caribbean Sea	0	Bocas del Toro	Caribbean Sea	http://marineregions.org/gazetteer.php?p=details&id=4287	marine pelagic biome	http://purl.obolibrary.org/obo/ENVO_01000023	sea	http://purl.obolibrary.org/obo/ENVO_00000016	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022	3;3;3;3;3;3;3	Sterivex cartridge	Particulate matter	No pre-filtration	0.22	None	Liquid Nitrogen	29.1	34.6	8.12								52.7		1866.66									
OSD24_2014-06-21_0m_NPL022	SAMEA3275624	ABOKM32	ERS667644	https://www.ebi.ac.uk/ena/data/view/ERS667644	OSD-Jun-2014	OSD24	24	OSD24_20140621T1230Z	"Bottle, unknown 5-L"	Exploring biodiversity	Ship MarchicaMed	Bottle 5L	water sample	http://store.pangaea.de/Projects/OSD_2014/OSD24_20140621T1230Z.pdf	2014-06-21T12:30	35.1927	-2.88005	2014-06-21T14:00	35.1927	-2.88005	0	UTC+00	21-06-2014T12:30:00	MAR	2362	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	Marchica	Alboran Sea	http://marineregions.org/gazetteer.php?p=details&id=3324	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	brackish estuary	http://purl.obolibrary.org/obo/ENVO_00002137	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022					0.22			26.5	36	7.89	0.25	12.5		0.2	1150			52.03		7.78							3.62		
OSD25_2014-06-21_0m_NPL022	SAMEA3275623	ABOKM23	ERS667643	https://www.ebi.ac.uk/ena/data/view/ERS667643	OSD-Jun-2014	OSD25	25	OSD25_20140621T0900Z	"Bottle, unknown 5-L"	Exploring biodiversity	ship	bottle 5L	water samples	http://store.pangaea.de/Projects/OSD_2014/OSD25_20140621T0900Z.pdf	2014-06-21T09:00	35.086353	-2.214658	2014-06-21T10:00	35.086353	-2.214658	0	UTC+01	21-06-2014T10:00:00	MAR	0	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	Saidia Rocher	Alboran Sea	http://marineregions.org/gazetteer.php?p=details&id=3324	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	sea	http://purl.obolibrary.org/obo/ENVO_00000016	coastal sea water	http://purl.obolibrary.org/obo/ENVO_00002150	NPL022					0.22			23.1	30	8.03	0.16	0.67	243	0.01	475			51.1		7									0.18
