SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH	pH_1	pH_2	pH_3	pH_4	Carbon dioxide	Carbon dioxide_1	Carbon dioxide_2	Carbon dioxide_3	Carbon dioxide_4	"Carbon dioxide, partial pressure"	"Carbon dioxide, partial pressure_1"	"Carbon dioxide, partial pressure_2"	"Carbon dioxide, partial pressure_3"	"Carbon dioxide, partial pressure_4"	Fugacity of carbon dioxide in seawater	Fugacity of carbon dioxide in seawater_1	Fugacity of carbon dioxide in seawater_2	Fugacity of carbon dioxide in seawater_3	Fugacity of carbon dioxide in seawater_4	Bicarbonate ion	Bicarbonate ion_1	Bicarbonate ion_2	Bicarbonate ion_3	Bicarbonate ion_4	Carbonate ion	Carbonate ion_1	Carbonate ion_2	Carbonate ion_3	Carbonate ion_4	"Carbon, total"	"Carbon, total_1"	"Carbon, total_2"	"Carbon, total_3"	"Carbon, total_4"	"Alkalinity, total"	"Alkalinity, total_1"	"Alkalinity, total_2"	"Alkalinity, total_3"	"Alkalinity, total_4"	Calcite saturation state	Calcite saturation state_1	Calcite saturation state_2	Calcite saturation state_3	Calcite saturation state_4	Aragonite saturation state	Aragonite saturation state_1	Aragonite saturation state_2	Aragonite saturation state_3	Aragonite saturation state_4
TARA_N000001756	SAMEA2622419	ERS492281	TARA_110	TARA_20110521T2100Z_110_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	5	20	TARA_110_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110521T2100Z_110_EVENT_PUMP_DCM_(50m)_SEQ-(500mL-or-15min)_W5-20_N000001756	tara_20110521t1240z_110_event_cast	12.7625	P00DT08H22M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0274	0.02845	0.0316	0.035725	0.0371	0.0233	0.02475	0.0291	0.031125	0.0318	0.0047	0.004775	0.005	0.0077	0.0086	0	0	0	0.001875	0.0025	0.0019	0.001975	0.0022	0.002275	0.0023
TARA_N000001700	SAMEA2732775	ERS492128	TARA_106	TARA_20110504T1559Z_106_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	20	180	TARA_106_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110504T1559Z_106_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N20-180_N000001700	tara_20110503t1242z_106_event_cast	14.7431	P01DT03H18M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0036	0.0036	0.0036	0.0036	0.0036	0.0208	0.0208	0.0208	0.0208	0.0208	0.0164	0.0164	0.0164	0.0164	0.0164	0.0091	0.0091	0.0091	0.0091	0.0091	0.0011	0.0011	0.0011	0.0011	0.0011	0.0029	0.0029	0.0029	0.0029	0.0029
TARA_N000001704	SAMEA2732708	ERS492124	TARA_106	TARA_20110504T1449Z_106_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	180	2000	TARA_106_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110504T1449Z_106_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N180-2000_N000001704	tara_20110503t1242z_106_event_cast	10.1015	P01DT02H08M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0036	0.0036	0.0036	0.0036	0.0036	0.0208	0.0208	0.0208	0.0208	0.0208	0.0164	0.0164	0.0164	0.0164	0.0164	0.0091	0.0091	0.0091	0.0091	0.0091	0.0011	0.0011	0.0011	0.0011	0.0011	0.0029	0.0029	0.0029	0.0029	0.0029
TARA_N000001696	SAMEA2622280	ERS492092	TARA_106	TARA_20110503T2052Z_106_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	5	20	TARA_106_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110503T2052Z_106_EVENT_PUMP_DCM_(40m)_SEQ-(500mL-or-15min)_W5-20_N000001696	tara_20110503t1242z_106_event_cast	6.3325	P00DT08H11M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.0018	0.0036	0.0036	0.0092	0.0092	0.015	0.0208	0.0208	0.0118	0.0118	0.0141	0.0164	0.0164	0.0039	0.0039	0.0065	0.0091	0.0091	0	0	0.00055	0.0011	0.0011	0.0028	0.0028	0.00285	0.0029	0.0029
TARA_N000001702	SAMEA2732643	ERS492073	TARA_106	TARA_20110503T1706Z_106_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_106_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110503T1706Z_106_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001702	tara_20110503t1242z_106_event_cast	9.5562	P00DT04H25M	1	7.970073	7.970073	7.970073	7.970073	7.970073	13.612483	13.612483	13.612483	13.612483	13.612483	486.311833	486.311833	486.311833	486.311833	486.311833	484.79089	484.79089	484.79089	484.79089	484.79089	0	0	0	0	0	0.0039	0.0039	0.0044	0.0049	0.0049	0.0055	0.0055	0.006	0.0065	0.0065	0.0022	0.0022	0.0023	0.0024	0.0024	0	0	0	0	0	0.0014	0.0014	0.0016	0.0018	0.0018
TARA_N000001694	SAMEA2732589	ERS492064	TARA_106	TARA_20110503T1518Z_106_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_106_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110503T1518Z_106_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001694	tara_20110503t1242z_106_event_cast	5.3167	P00DT02H37M	1	7.970073	7.970073	7.970073	7.970073	7.970073	13.612483	13.612483	13.612483	13.612483	13.612483	486.311833	486.311833	486.311833	486.311833	486.311833	484.79089	484.79089	484.79089	484.79089	484.79089	0	0	0	0	0	0.0039	0.0039	0.0044	0.0049	0.0049	0.0055	0.0055	0.006	0.0065	0.0065	0.0022	0.0022	0.0023	0.0024	0.0024	0	0	0	0	0	0.0014	0.0014	0.0016	0.0018	0.0018
TARA_N000001698	SAMEA2732548	ERS492060	TARA_106	TARA_20110503T1313Z_106_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_106_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110503T1313Z_106_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001698	tara_20110503t1242z_106_event_cast	0.78715	P00DT00H32M	1	7.970073	7.970073	7.970073	7.970073	7.970073	13.612483	13.612483	13.612483	13.612483	13.612483	486.311833	486.311833	486.311833	486.311833	486.311833	484.79089	484.79089	484.79089	484.79089	484.79089	0	0	0	0	0	0.0039	0.0039	0.0044	0.0049	0.0049	0.0055	0.0055	0.006	0.0065	0.0065	0.0022	0.0022	0.0023	0.0024	0.0024	0	0	0	0	0	0.0014	0.0014	0.0016	0.0018	0.0018
TARA_N000001534	SAMEA2732195	ERS491693	TARA_097	TARA_20110329T1512Z_097_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_097_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110329T1512Z_097_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001534	tara_20110327t1411z_097_event_cast	16.3912	P02DT01H04M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001540	SAMEA2732634	ERS491655	TARA_097	TARA_20110328T2133Z_097_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	175	173	177	180	2000	TARA_097_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110328T2133Z_097_EVENT_NET_DCM_(175m)_SEQ-(500mL-or-15min)_N180-2000_N000001540	tara_20110327t1411z_097_event_cast	19.135	P01DT07H25M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0059	0.0059	0.0059	0.0059	0.0059	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001538	SAMEA2732369	ERS491630	TARA_097	TARA_20110327T1706Z_097_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_097_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110327T1706Z_097_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001538	tara_20110327t1411z_097_event_cast	14.8722	P00DT02H58M	1	8.033731	8.033731	8.033731	8.033731	8.033731	11.932365	11.932365	11.932365	11.932365	11.932365	421.208172	421.208172	421.208172	421.208172	421.208172	419.877807	419.877807	419.877807	419.877807	419.877807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001242	SAMEA2732902	ERS491593	TARA_096	TARA_20110324T2322Z_096_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	155	153	157	180	2000	TARA_096_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110324T2322Z_096_EVENT_NET_DCM_(155m)_SEQ-(500mL-or-15min)_N180-2000_N000001242	tara_20110324t1301z_096_event_cast	22.4269	P00DT10H14M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001252	SAMEA2732838	ERS491589	TARA_096	TARA_20110324T2104Z_096_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_096_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110324T2104Z_096_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001252	tara_20110324t1301z_096_event_cast	15.3354	P00DT07H56M	1	8.028524	8.028524	8.028524	8.028524	8.028524	12.400552	12.400552	12.400552	12.400552	12.400552	426.664877	426.664877	426.664877	426.664877	426.664877	425.301903	425.301903	425.301903	425.301903	425.301903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001239	SAMEA2621897	ERS491575	TARA_096	TARA_20110324T1912Z_096_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	155	153	157	5	20	TARA_096_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110324T1912Z_096_Combined-EVENTS_CAST_DCM_(155m)_SEQ-(500mL-or-15min)_W5-20_N000001239	tara_20110324t1301z_096_event_cast	9.0362	P00DT06H01M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001258	SAMEA2732425	ERS491553	TARA_096	TARA_20110324T1607Z_096_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_096_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110324T1607Z_096_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001258	tara_20110324t1301z_096_event_cast	10.1353	P00DT02H59M	1	8.028524	8.028524	8.028524	8.028524	8.028524	12.400552	12.400552	12.400552	12.400552	12.400552	426.664877	426.664877	426.664877	426.664877	426.664877	425.301903	425.301903	425.301903	425.301903	425.301903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001260	SAMEA2732363	ERS491547	TARA_096	TARA_20110324T1427Z_096_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_096_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110324T1427Z_096_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001260	tara_20110324t1301z_096_event_cast	4.2368	P00DT01H19M	1	8.028524	8.028524	8.028524	8.028524	8.028524	12.400552	12.400552	12.400552	12.400552	12.400552	426.664877	426.664877	426.664877	426.664877	426.664877	425.301903	425.301903	425.301903	425.301903	425.301903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001265	SAMEA2732120	ERS491522	TARA_095	TARA_20110321T1808Z_095_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_095_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110321T1808Z_095_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001265	tara_20110321t1310z_095_event_cast	7.682	P00DT04H59M	1	8.033356	8.033356	8.033356	8.033356	8.033356	12.603852	12.603852	12.603852	12.603852	12.603852	415.606698	415.606698	415.606698	415.606698	415.606698	414.255246	414.255246	414.255246	414.255246	414.255246	0	0	0	0	0	0.0018	0.0018	0.0018	0.0018	0.0018	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	0	0	0	0	0	0	0	0	0	0	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04
TARA_N000001267	SAMEA2732968	ERS491520	TARA_095	TARA_20110321T1644Z_095_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_095_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110321T1644Z_095_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001267	tara_20110321t1310z_095_event_cast	3.5909	P00DT03H35M	1	8.033356	8.033356	8.033356	8.033356	8.033356	12.603852	12.603852	12.603852	12.603852	12.603852	415.606698	415.606698	415.606698	415.606698	415.606698	414.255246	414.255246	414.255246	414.255246	414.255246	0	0	0	0	0	0.0018	0.0018	0.0018	0.0018	0.0018	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	0	0	0	0	0	0	0	0	0	0	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04
TARA_N000001264	SAMEA2621855	ERS491515	TARA_095	TARA_20110321T1301Z_095_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_095_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110321T1301Z_095_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001264	tara_20110321t1310z_095_event_cast	0.39067	P00DT00H07M	1	8.033356	8.033356	8.033356	8.033356	8.033356	12.603852	12.603852	12.603852	12.603852	12.603852	415.606698	415.606698	415.606698	415.606698	415.606698	414.255246	414.255246	414.255246	414.255246	414.255246	0	0	0	0	0	0.0018	0.0018	0.0018	0.0018	0.0018	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	0	0	0	0	0	0	0	0	0	0	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04
TARA_N000001291	SAMEA2621794	ERS491436	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_093_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110312T1134Z_093_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001291	tara_20110312t1154z_093_event_cast	2.4938	P00DT00H15M	1	8.092858	8.092858	8.092858	8.092858	8.092858	12.065853	12.065853	12.065853	12.065853	12.065853	352.28385	352.28385	352.28385	352.28385	352.28385	351.07557	351.07557	351.07557	351.07557	351.07557	0	0	0	0	0	0.0095	0.0095	0.0114	0.0133	0.0133	0.0163	0.0163	0.0218	0.0273	0.0273	0	0	0	0	0	7.00E-04	7.00E-04	8.00E-04	9.00E-04	9.00E-04	0.0014	0.0014	0.0014	0.0014	0.0014
TARA_N000001221	SAMEA2732362	ERS491307	TARA_089	TARA_20110127T1028Z_089_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_089_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110127T1028Z_089_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001221	tara_20110127t0828z_089_event_cast	9.2675	P00DT01H52M	1	8.1004	8.1004	8.1004	8.1004	8.1004	17.224289	17.224289	17.224289	17.224289	17.224289	339.927425	339.927425	339.927425	339.927425	339.927425	338.563646	338.563646	338.563646	338.563646	338.563646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001223	SAMEA2732304	ERS491302	TARA_089	TARA_20110127T0934Z_089_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_089_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110127T0934Z_089_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001223	tara_20110127t0828z_089_event_cast	5.0471	P00DT00H58M	1	8.1004	8.1004	8.1004	8.1004	8.1004	17.224289	17.224289	17.224289	17.224289	17.224289	339.927425	339.927425	339.927425	339.927425	339.927425	338.563646	338.563646	338.563646	338.563646	338.563646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001083	SAMEA2732581	ERS491168	TARA_086	TARA_20110109T1853Z_086_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	180	2000	TARA_086_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110109T1853Z_086_EVENT_NET_DCM_(35m)_SEQ-(500mL-or-15min)_N180-2000_N000001083	tara_20110109t1726z_086_event_cast	1.952	P00DT01H25M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0177	0.0177	0.01785	0.018	0.018	0	0	0	0	0	0.0435	0.0435	0.049	0.0545	0.0545	0	0	0	0	0	0.0214	0.0214	0.0235	0.0256	0.0256	0	0	0	0	0
TARA_N000001081	SAMEA2732543	ERS491164	TARA_086	TARA_20110109T1802Z_086_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_086_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110109T1802Z_086_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001081	tara_20110109t1726z_086_event_cast	2.3222	P00DT00H34M	1	8.205448	8.205448	8.205448	8.205448	8.205448	16.57286	16.57286	16.57286	16.57286	16.57286	257.737989	257.737989	257.737989	257.737989	257.737989	256.614007	256.614007	256.614007	256.614007	256.614007	0.0111	0.0111	0.012	0.0129	0.0129	0	0	0	0	0	0.0779	0.0779	0.08405	0.0902	0.0902	0	0	0.00055	0.0011	0.0011	0	0	0.00175	0.0035	0.0035	0	0	0.00045	9.00E-04	9.00E-04
TARA_N000001073	SAMEA2732484	ERS491157	TARA_086	TARA_20110109T1413Z_086_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_086_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110109T1413Z_086_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001073	tara_20110109t1726z_086_event_cast	2.5362	P00DT03H14M	1	8.205448	8.205448	8.205448	8.205448	8.205448	16.57286	16.57286	16.57286	16.57286	16.57286	257.737989	257.737989	257.737989	257.737989	257.737989	256.614007	256.614007	256.614007	256.614007	256.614007	0.0111	0.0111	0.012	0.0129	0.0129	0	0	0	0	0	0.0779	0.0779	0.08405	0.0902	0.0902	0	0	0.00055	0.0011	0.0011	0	0	0.00175	0.0035	0.0035	0	0	0.00045	9.00E-04	9.00E-04
TARA_N000001077	SAMEA2732419	ERS491153	TARA_086	TARA_20110109T1326Z_086_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_086_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110109T1326Z_086_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001077	tara_20110109t1726z_086_event_cast	5.8108	P00DT04H01M	1	8.205448	8.205448	8.205448	8.205448	8.205448	16.57286	16.57286	16.57286	16.57286	16.57286	257.737989	257.737989	257.737989	257.737989	257.737989	256.614007	256.614007	256.614007	256.614007	256.614007	0.0111	0.0111	0.012	0.0129	0.0129	0	0	0	0	0	0.0779	0.0779	0.08405	0.0902	0.0902	0	0	0.00055	0.0011	0.0011	0	0	0.00175	0.0035	0.0035	0	0	0.00045	9.00E-04	9.00E-04
TARA_N000001380	SAMEA2732412	ERS490995	TARA_083	TARA_20101216T1308Z_083_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_083_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20101216T1308Z_083_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001380	tara_20101216t1154z_083_event_cast	6.6322	P00DT01H18M	1	8.104567	8.104567	8.104567	8.104567	8.104567	15.904469	15.904469	15.904469	15.904469	15.904469	328.760295	328.760295	328.760295	328.760295	328.760295	327.467214	327.467214	327.467214	327.467214	327.467214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001422	SAMEA2732895	ERS490875	TARA_081	TARA_20101202T2142Z_081_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_081_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20101202T2142Z_081_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001422	tara_20101202t1010z_081_event_cast	29.6431	P00DT11H30M	1	8.133012	8.133012	8.133012	8.133012	8.133012	12.516212	12.516212	12.516212	12.516212	12.516212	318.648183	318.648183	318.648183	318.648183	318.648183	317.488694	317.488694	317.488694	317.488694	317.488694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001428	SAMEA2732891	ERS490871	TARA_081	TARA_20101202T2042Z_081_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_081_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20101202T2042Z_081_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001428	tara_20101202t1010z_081_event_cast	27.1768	P00DT10H30M	1	8.133012	8.133012	8.133012	8.133012	8.133012	12.516212	12.516212	12.516212	12.516212	12.516212	318.648183	318.648183	318.648183	318.648183	318.648183	317.488694	317.488694	317.488694	317.488694	317.488694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001430	SAMEA2732530	ERS490841	TARA_081	TARA_20101202T1814Z_081_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	5	20	TARA_081_DCM_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20101202T1814Z_081_EVENT_NET_DCM_(35m)_SEQ-(500mL-or-15min)_N5-20_N000001430	tara_20101202t1010z_081_event_cast	22.4055	P00DT08H02M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001426	SAMEA2732468	ERS490836	TARA_081	TARA_20101202T1522Z_081_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	20	180	TARA_081_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20101202T1522Z_081_EVENT_NET_DCM_(35m)_SEQ-(500mL-or-15min)_N20-180_N000001426	tara_20101202t1010z_081_event_cast	15.8658	P00DT05H10M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001424	SAMEA2732401	ERS490832	TARA_081	TARA_20101202T1344Z_081_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	180	2000	TARA_081_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20101202T1344Z_081_EVENT_NET_DCM_(35m)_SEQ-(500mL-or-15min)_N180-2000_N000001424	tara_20101202t1010z_081_event_cast	11.5488	P00DT03H32M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001432	SAMEA2621364	ERS490819	TARA_081	TARA_20101202T1028Z_081_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_081_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20101202T1028Z_081_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000001432	tara_20101202t1010z_081_event_cast	1.1145	P00DT00H16M	1	8.133012	8.133012	8.133012	8.133012	8.133012	12.516212	12.516212	12.516212	12.516212	12.516212	318.648183	318.648183	318.648183	318.648183	318.648183	317.488694	317.488694	317.488694	317.488694	317.488694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
