SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite_min	Nitrite_first_quartile	Nitrite_median	Nitrite_third_quartile	Nitrite_max	Phosphate_min	Phosphate_first_quartile	Phosphate_median	Phosphate_third_quartile	Phosphate_max	Nitrate and Nitrite_min	Nitrate and Nitrite_first_quartile	Nitrate and Nitrite_median	Nitrate and Nitrite_third_quartile	Nitrate and Nitrite_max	Silicate_min	Silicate_first_quartile	Silicate_median	Silicate_third_quartile	Silicate_max
TARA_N000001540	SAMEA2732634	ERS491655	TARA_097	TARA_20110328T2133Z_097_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	175	173	177	180	2000	TARA_097_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110328T2133Z_097_EVENT_NET_DCM_(175m)_SEQ-(500mL-or-15min)_N180-2000_N000001540	"tara_20110328t1615z_097_event_cast,tara_20110327t1755z_097_event_cast,tara_20110327t1411z_097_event_cast"	7.361-19.135	P00DT05H20M	2	0.01	0.01	0.03925	0.0685	0.0685	0.1605	0.1605	0.1725	0.1845	0.1845	0.03	0.03	0.12225	0.2145	0.2145	0.489	0.489	0.5065	0.524	0.524
TARA_N000001538	SAMEA2732369	ERS491630	TARA_097	TARA_20110327T1706Z_097_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_097_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110327T1706Z_097_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001538	"tara_20110327t1755z_097_event_cast,tara_20110327t1411z_097_event_cast,tara_20110328t1615z_097_event_cast"	4.7748-14.8722	P00DT00H46M	1	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04	0.121	0.121	0.121	0.121	0.121	0.035	0.035	0.035	0.035	0.035	0.567	0.567	0.567	0.567	0.567
TARA_N000001242	SAMEA2732902	ERS491593	TARA_096	TARA_20110324T2322Z_096_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	155	153	157	180	2000	TARA_096_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110324T2322Z_096_EVENT_NET_DCM_(155m)_SEQ-(500mL-or-15min)_N180-2000_N000001242	"tara_20110324t1634z_096_event_cast,tara_20110324t1301z_096_event_cast"	11.2992-22.4269	P00DT06H49M	1	NA	NA	NA	NA	NA	0.181	0.181	0.181	0.181	0.181	NA	NA	NA	NA	NA	0.5315	0.5315	0.5315	0.5315	0.5315
TARA_N000001252	SAMEA2732838	ERS491589	TARA_096	TARA_20110324T2104Z_096_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_096_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110324T2104Z_096_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001252	"tara_20110324t1634z_096_event_cast,tara_20110324t1301z_096_event_cast"	4.0787-15.3354	P00DT04H31M	1	0	0	0	0	0	0.1575	0.1575	0.1575	0.1575	0.1575	NA	NA	NA	NA	NA	0.5305	0.5305	0.5305	0.5305	0.5305
TARA_N000001239	SAMEA2621897	ERS491575	TARA_096	TARA_20110324T1912Z_096_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	155	153	157	5	20	TARA_096_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110324T1912Z_096_Combined-EVENTS_CAST_DCM_(155m)_SEQ-(500mL-or-15min)_W5-20_N000001239	"tara_20110324t1634z_096_event_cast,tara_20110324t1301z_096_event_cast"	2.8855-9.0362	P00DT02H36M	1	NA	NA	NA	NA	NA	0.181	0.181	0.181	0.181	0.181	NA	NA	NA	NA	NA	0.5315	0.5315	0.5315	0.5315	0.5315
TARA_N000001258	SAMEA2732425	ERS491553	TARA_096	TARA_20110324T1607Z_096_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_096_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110324T1607Z_096_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001258	"tara_20110324t1634z_096_event_cast,tara_20110324t1301z_096_event_cast"	1.7931-10.1353	P00DT00H25M	1	0	0	0	0	0	0.1575	0.1575	0.1575	0.1575	0.1575	NA	NA	NA	NA	NA	0.5305	0.5305	0.5305	0.5305	0.5305
TARA_N000001260	SAMEA2732363	ERS491547	TARA_096	TARA_20110324T1427Z_096_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_096_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110324T1427Z_096_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001260	"tara_20110324t1301z_096_event_cast,tara_20110324t1634z_096_event_cast"	4.2368-7.7025	P00DT01H19M	1	0	0	0	0	0	0.1575	0.1575	0.1575	0.1575	0.1575	NA	NA	NA	NA	NA	0.5305	0.5305	0.5305	0.5305	0.5305
TARA_N000001265	SAMEA2732120	ERS491522	TARA_095	TARA_20110321T1808Z_095_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_095_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110321T1808Z_095_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001265	"tara_20110321t1530z_095_event_cast,tara_20110321t1310z_095_event_cast"	6.9366-7.682	P00DT02H40M	1	0	0	0	0	0	0.2235	0.2235	0.2235	0.2235	0.2235	0.08	0.08	0.08	0.08	0.08	0.408	0.408	0.408	0.408	0.408
TARA_N000001267	SAMEA2732968	ERS491520	TARA_095	TARA_20110321T1644Z_095_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_095_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110321T1644Z_095_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001267	"tara_20110321t1530z_095_event_cast,tara_20110321t1310z_095_event_cast"	2.88-3.5909	P00DT01H16M	1	0	0	0	0	0	0.2235	0.2235	0.2235	0.2235	0.2235	0.08	0.08	0.08	0.08	0.08	0.408	0.408	0.408	0.408	0.408
TARA_N000001264	SAMEA2621855	ERS491515	TARA_095	TARA_20110321T1301Z_095_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_095_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110321T1301Z_095_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001264	"tara_20110321t1310z_095_event_cast,tara_20110321t1530z_095_event_cast"	0.39067-1.0709	P00DT00H07M	1	0	0	0	0	0	0.2235	0.2235	0.2235	0.2235	0.2235	0.08	0.08	0.08	0.08	0.08	0.408	0.408	0.408	0.408	0.408
TARA_N000001291	SAMEA2621794	ERS491436	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_093_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110312T1134Z_093_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001291	"tara_20110312t1154z_093_event_cast,tara_20110312t1637z_093_event_cast,tara_20110313t1648z_093_event_cast"	0.96969-10.0898	P00DT00H15M	4	0.0375	0.0375	0.03975	0.042	0.042	0.5155	0.5155	0.52125	0.527	0.527	0.209	0.209	0.2115	0.214	0.214	0.1105	0.1105	0.1445	0.1785	0.1785
TARA_N000001221	SAMEA2732362	ERS491307	TARA_089	TARA_20110127T1028Z_089_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_089_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110127T1028Z_089_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001221	tara_20110127t0828z_089_event_cast	9.2675	P00DT01H52M	1	0.243	0.243	0.243	0.243	0.243	1.609	1.609	1.609	1.609	1.609	22.01	22.01	22.01	22.01	22.01	3.293	3.293	3.293	3.293	3.293
TARA_N000001223	SAMEA2732304	ERS491302	TARA_089	TARA_20110127T0934Z_089_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_089_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110127T0934Z_089_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001223	tara_20110127t0828z_089_event_cast	5.0471	P00DT00H58M	1	0.243	0.243	0.243	0.243	0.243	1.609	1.609	1.609	1.609	1.609	22.01	22.01	22.01	22.01	22.01	3.293	3.293	3.293	3.293	3.293
TARA_N000001083	SAMEA2732581	ERS491168	TARA_086	TARA_20110109T1853Z_086_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	180	2000	TARA_086_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110109T1853Z_086_EVENT_NET_DCM_(35m)_SEQ-(500mL-or-15min)_N180-2000_N000001083	tara_20110109t1726z_086_event_cast	1.952	P00DT01H25M	2	0.056	0.056	0.0575	0.059	0.059	2.446	2.446	2.4585	2.471	2.471	30.02	30.02	30.125	30.23	30.23	58.75	58.75	63.035	67.32	67.32
TARA_N000001081	SAMEA2732543	ERS491164	TARA_086	TARA_20110109T1802Z_086_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_086_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110109T1802Z_086_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001081	tara_20110109t1726z_086_event_cast	2.3222	P00DT00H34M	2	0.059	0.059	0.0705	0.082	0.082	1.294	1.294	1.553	1.812	1.812	14.1	14.1	17.32	20.54	20.54	62.46	62.46	64.01	65.56	65.56
TARA_N000001073	SAMEA2732484	ERS491157	TARA_086	TARA_20110109T1413Z_086_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_086_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110109T1413Z_086_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001073	tara_20110109t1726z_086_event_cast	2.5362	P00DT03H14M	2	0.059	0.059	0.0705	0.082	0.082	1.294	1.294	1.553	1.812	1.812	14.1	14.1	17.32	20.54	20.54	62.46	62.46	64.01	65.56	65.56
TARA_N000001077	SAMEA2732419	ERS491153	TARA_086	TARA_20110109T1326Z_086_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_086_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110109T1326Z_086_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001077	tara_20110109t1726z_086_event_cast	5.8108	P00DT04H01M	2	0.059	0.059	0.0705	0.082	0.082	1.294	1.294	1.553	1.812	1.812	14.1	14.1	17.32	20.54	20.54	62.46	62.46	64.01	65.56	65.56
TARA_N000001380	SAMEA2732412	ERS490995	TARA_083	TARA_20101216T1308Z_083_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_083_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20101216T1308Z_083_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001380	tara_20101216t1154z_083_event_cast	6.6322	P00DT01H18M	1	0.198	0.198	0.198	0.198	0.198	1.176	1.176	1.176	1.176	1.176	10.86	10.86	10.86	10.86	10.86	0.936	0.936	0.936	0.936	0.936
TARA_N000001422	SAMEA2732895	ERS490875	TARA_081	TARA_20101202T2142Z_081_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_081_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20101202T2142Z_081_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001422	"tara_20101202t1446z_081_event_cast,tara_20101202t1010z_081_event_cast"	16.2046-29.6431	P00DT06H55M	1	0.115	0.115	0.115	0.115	0.115	0.429	0.429	0.429	0.429	0.429	3.081	3.081	3.081	3.081	3.081	1.173	1.173	1.173	1.173	1.173
TARA_N000001428	SAMEA2732891	ERS490871	TARA_081	TARA_20101202T2042Z_081_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_081_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20101202T2042Z_081_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001428	"tara_20101202t1446z_081_event_cast,tara_20101202t1010z_081_event_cast"	13.3842-27.1768	P00DT05H55M	1	0.115	0.115	0.115	0.115	0.115	0.429	0.429	0.429	0.429	0.429	3.081	3.081	3.081	3.081	3.081	1.173	1.173	1.173	1.173	1.173
TARA_N000001430	SAMEA2732530	ERS490841	TARA_081	TARA_20101202T1814Z_081_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	5	20	TARA_081_DCM_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20101202T1814Z_081_EVENT_NET_DCM_(35m)_SEQ-(500mL-or-15min)_N5-20_N000001430	"tara_20101202t1446z_081_event_cast,tara_20101202t1010z_081_event_cast"	8.0518-22.4055	P00DT03H27M	1	0.132	0.132	0.132	0.132	0.132	0.412	0.412	0.412	0.412	0.412	3.359	3.359	3.359	3.359	3.359	1.296	1.296	1.296	1.296	1.296
TARA_N000001426	SAMEA2732468	ERS490836	TARA_081	TARA_20101202T1522Z_081_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	20	180	TARA_081_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20101202T1522Z_081_EVENT_NET_DCM_(35m)_SEQ-(500mL-or-15min)_N20-180_N000001426	"tara_20101202t1446z_081_event_cast,tara_20101202t1010z_081_event_cast"	1.356-15.8658	P00DT00H35M	1	0.132	0.132	0.132	0.132	0.132	0.412	0.412	0.412	0.412	0.412	3.359	3.359	3.359	3.359	3.359	1.296	1.296	1.296	1.296	1.296
TARA_N000001424	SAMEA2732401	ERS490832	TARA_081	TARA_20101202T1344Z_081_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	180	2000	TARA_081_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20101202T1344Z_081_EVENT_NET_DCM_(35m)_SEQ-(500mL-or-15min)_N180-2000_N000001424	"tara_20101202t1446z_081_event_cast,tara_20101202t1010z_081_event_cast"	3.0295-11.5488	P00DT01H02M	1	0.132	0.132	0.132	0.132	0.132	0.412	0.412	0.412	0.412	0.412	3.359	3.359	3.359	3.359	3.359	1.296	1.296	1.296	1.296	1.296
TARA_N000001432	SAMEA2621364	ERS490819	TARA_081	TARA_20101202T1028Z_081_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_081_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20101202T1028Z_081_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000001432	"tara_20101202t1010z_081_event_cast,tara_20101202t1446z_081_event_cast"	1.1145-13.425	P00DT00H16M	1	0.115	0.115	0.115	0.115	0.115	0.429	0.429	0.429	0.429	0.429	3.081	3.081	3.081	3.081	3.081	1.173	1.173	1.173	1.173	1.173
TARA_N000001489	SAMEA2621339	ERS490794	TARA_080	TARA_20101129T1938Z_080_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	85	83	87	5	20	TARA_080_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20101129T1938Z_080_Combined-EVENTS_CAST_DCM_(85m)_SEQ-(500mL-or-15min)_W5-20_N000001489	"tara_20101129t1710z_080_event_cast,tara_20101129t1039z_080_event_cast"	4.0516-23.3383	P00DT02H27M	1	0.123	0.123	0.123	0.123	0.123	0.357	0.357	0.357	0.357	0.357	3.495	3.495	3.495	3.495	3.495	2.723	2.723	2.723	2.723	2.723
TARA_N000001473	SAMEA2732399	ERS490778	TARA_080	TARA_20101129T1906Z_080_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	85	83	87	20	180	TARA_080_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20101129T1906Z_080_EVENT_NET_DCM_(85m)_SEQ-(500mL-or-15min)_N20-180_N000001473	"tara_20101129t1710z_080_event_cast,tara_20101129t1039z_080_event_cast"	2.739-22.4727	P00DT01H56M	1	0.123	0.123	0.123	0.123	0.123	0.357	0.357	0.357	0.357	0.357	3.495	3.495	3.495	3.495	3.495	2.723	2.723	2.723	2.723	2.723
TARA_N000000429	SAMEA2731419	ERS489842	TARA_058	TARA_20100629T1344Z_058_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	70	68	72	20	180	TARA_058_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100629T1344Z_058_EVENT_NET_DCM_(70m)_SEQ-(500mL-or-15min)_N20-180_N000000429	tara_20100629t1313z_058_event_cast	1.3686	P00DT00H31M	2	0.025376	0.025376	0.132719	0.240062	0.240062	0	0	0	0	0	0.063072	0.063072	2.593819	5.124566	5.124566	2.513803	2.513803	3.856196	5.198589	5.198589
TARA_N000000433	SAMEA2731359	ERS489832	TARA_058	TARA_20100629T1235Z_058_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	70	68	72	180	2000	TARA_058_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100629T1235Z_058_EVENT_NET_DCM_(70m)_SEQ-(500mL-or-15min)_N180-2000_N000000433	tara_20100629t1313z_058_event_cast	2.3777	P00DT00H37M	2	0.025376	0.025376	0.132719	0.240062	0.240062	0	0	0	0	0	0.063072	0.063072	2.593819	5.124566	5.124566	2.513803	2.513803	3.856196	5.198589	5.198589
TARA_N000000442	SAMEA2731356	ERS489818	TARA_058	TARA_20100629T0717Z_058_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_058_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20100629T0717Z_058_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000000442	tara_20100629t1313z_058_event_cast	20.9765	P00DT05H55M	1	0.006707	0.006707	0.006707	0.006707	0.006707	0	0	0	0	0	0	0	0	0	0	2.464084	2.464084	2.464084	2.464084	2.464084
TARA_N000000425	SAMEA2731380	ERS489813	TARA_058	TARA_20100629T0603Z_058_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_058_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100629T0603Z_058_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000425	tara_20100629t1313z_058_event_cast	24.4822	P00DT07H09M	1	0.006707	0.006707	0.006707	0.006707	0.006707	0	0	0	0	0	0	0	0	0	0	2.464084	2.464084	2.464084	2.464084	2.464084
TARA_N000000437	SAMEA2731348	ERS489805	TARA_058	TARA_20100629T0438Z_058_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_058_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100629T0438Z_058_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000437	tara_20100629t1313z_058_event_cast	27.97	P00DT08H34M	1	0.006707	0.006707	0.006707	0.006707	0.006707	0	0	0	0	0	0	0	0	0	0	2.464084	2.464084	2.464084	2.464084	2.464084
TARA_N000000200	SAMEA2620530	ERS489509	TARA_051	TARA_20100511T1040Z_051_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	20	180	TARA_051_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100511T1040Z_051_EVENT_PUMP_DCM_(80m)_SEQ-(500mL-or-15min)_N20-180_N000000200	"tara_20100511t0915z_051_event_cast,tara_20100511t0350z_051_event_cast"	3.7385-6.0765	P00DT01H27M	2	0.0035	0.0035	0.01425	0.025	0.025	0.098	0.098	0.1035	0.109	0.109	0	0	0.0175	0.035	0.035	2.292	2.292	2.310375	2.32875	2.32875
TARA_N000000204	SAMEA2620528	ERS489507	TARA_051	TARA_20100511T1040Z_051_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	5	20	TARA_051_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100511T1040Z_051_EVENT_PUMP_DCM_(80m)_SEQ-(500mL-or-15min)_W5-20_N000000204	"tara_20100511t0915z_051_event_cast,tara_20100511t0350z_051_event_cast"	3.7385-6.0765	P00DT01H27M	2	0.0035	0.0035	0.01425	0.025	0.025	0.098	0.098	0.1035	0.109	0.109	0	0	0.0175	0.035	0.035	2.292	2.292	2.310375	2.32875	2.32875
TARA_N000000184	SAMEA2730773	ERS489480	TARA_051	TARA_20100511T0723Z_051_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_051_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20100511T0723Z_051_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000000184	"tara_20100511t0915z_051_event_cast,tara_20100511t0350z_051_event_cast"	4.6038-6.9642	P00DT01H49M	1	0	0	0	0	0	0.07325	0.07325	0.07325	0.07325	0.07325	0.138	0.138	0.138	0.138	0.138	1.8665	1.8665	1.8665	1.8665	1.8665
TARA_N000000203	SAMEA2620506	ERS489454	TARA_051	TARA_20100511T0342Z_051_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_051_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100511T0342Z_051_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000203	"tara_20100511t0350z_051_event_cast,tara_20100511t0915z_051_event_cast"	0.39513-2.754	P00DT00H07M	1	0	0	0	0	0	0.07325	0.07325	0.07325	0.07325	0.07325	0.138	0.138	0.138	0.138	0.138	1.8665	1.8665	1.8665	1.8665	1.8665
TARA_N000000282	SAMEA2730847	ERS489311	TARA_047	TARA_20100416T0443Z_047_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_047_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100416T0443Z_047_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000282	tara_20100416t0444z_047_event_cast	0.073496	P00DT00H00M	1	0.001	0.001	0.001	0.001	0.001	0.093	0.093	0.093	0.093	0.093	0.018	0.018	0.018	0.018	0.018	2.284	2.284	2.284	2.284	2.284
TARA_N000000297	SAMEA2730472	ERS489187	TARA_043	TARA_20100405T1315Z_043_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_043_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100405T1315Z_043_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000297	tara_20100405t0850z_043_event_cast	0.36451	P00DT04H26M	2	0.003	0.003	0.004	0.005	0.005	0.068	0.068	0.0705	0.073	0.073	0.018	0.018	0.0265	0.035	0.035	1.818	1.818	1.8285	1.839	1.839
TARA_N000000293	SAMEA2620293	ERS489176	TARA_043	TARA_20100405T1002Z_043_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_043_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100405T1002Z_043_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000293	tara_20100405t0850z_043_event_cast	0.007384	P00DT01H13M	2	0.003	0.003	0.004	0.005	0.005	0.068	0.068	0.0705	0.073	0.073	0.018	0.018	0.0265	0.035	0.035	1.818	1.818	1.8285	1.839	1.839
TARA_N000000295	SAMEA2730470	ERS489158	TARA_043	TARA_20100405T0957Z_043_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_043_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100405T0957Z_043_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000295	tara_20100405t0850z_043_event_cast	0.013341	P00DT01H08M	2	0.003	0.003	0.004	0.005	0.005	0.068	0.068	0.0705	0.073	0.073	0.018	0.018	0.0265	0.035	0.035	1.818	1.818	1.8285	1.839	1.839
TARA_N000000066	SAMEA2620161	ERS489002	TARA_040	TARA_20100322T1123Z_040_EVENT_CAST	[ZZZ] marine water layer (ENVO:01000295)	75	73	77	3	3	TARA_040_ZZZ_3->	SEQ-(100L-or-15min)_W>3	TARA_20100322T1123Z_040_EVENT_CAST_ZZZ_(75m)_SEQ-(100L-or-15min)_W>3_N000000066	"tara_20100322t1123z_040_event_cast,tara_20100322t1313z_040_event_cast,tara_20100322t0930z_040_event_cast,tara_20100322t0710z_040_event_cast,tara_20100322t1550z_040_event_cast"	0.002559-2.6475	P00DT00H00M	1	0.04	0.04	0.04	0.04	0.04	1.5	1.5	1.5	1.5	1.5	15.79	15.79	15.79	15.79	15.79	9.546	9.546	9.546	9.546	9.546
TARA_N000000332	SAMEA2730647	ERS488681	TARA_034	TARA_20100120T0801Z_034_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_034_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100120T0801Z_034_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000332	tara_20100120t0747z_034_event_cast	0.25531	P00DT00H16M	2	0.0055	0.0055	0.011	0.0165	0.0165	0.103	0.103	0.144	0.185	0.185	0.029	0.029	0.029	0.029	0.029	1.372	1.372	2.6405	3.909	3.909
TARA_A100000005	SAMEA2731262	ERS488288	TARA_014	TARA_20091020T1728Z_014_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_014_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20091020T1728Z_014_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_A100000005	tara_20091020t1539z_014_event_cast	2.6457	P00DT01H49M	2	0.00045	0.00045	5.00E-04	0.00055	0.00055	0.0108	0.0108	0.01605	0.0213	0.0213	0.0315	0.0315	0.032125	0.03275	0.03275	0.87255	0.87255	0.97155	1.07055	1.07055
TARA_X000000655	SAMEA2730531	ERS488033	TARA_006	TARA_20090921T1630Z_006_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	9	3	15	180	2000	TARA_006_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20090921T1630Z_006_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N180-2000_X000000655	"tara_20090921t1205z_006_event_cast,tara_20090920t1558z_005_event_cast"	1.0582-69.1868	P00DT04H24M	5	0.0055	0.0095	0.0215	0.031625	0.035	0.06225	0.065	0.0925	0.151312	0.1645	0.1685	0.21225	0.3435	2.5785	3.3235	0.47775	0.58025	0.891375	1.2235	1.333
