SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite_min	Nitrite_first_quartile	Nitrite_median	Nitrite_third_quartile	Nitrite_max	Phosphate_min	Phosphate_first_quartile	Phosphate_median	Phosphate_third_quartile	Phosphate_max	Nitrate and Nitrite_min	Nitrate and Nitrite_first_quartile	Nitrate and Nitrite_median	Nitrate and Nitrite_third_quartile	Nitrate and Nitrite_max	Silicate_min	Silicate_first_quartile	Silicate_median	Silicate_third_quartile	Silicate_max
TARA_N000001290	SAMEA2621793	ERS491435	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_093_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110312T1134Z_093_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001290	"tara_20110312t1154z_093_event_cast,tara_20110312t1637z_093_event_cast,tara_20110313t1648z_093_event_cast"	0.96969-10.0898	P00DT00H15M	4	0.0375	0.0375	0.03975	0.042	0.042	0.5155	0.5155	0.52125	0.527	0.527	0.209	0.209	0.2115	0.214	0.214	0.1105	0.1105	0.1445	0.1785	0.1785
TARA_N000001301	SAMEA2732696	ERS491417	TARA_092	TARA_20110226T1440Z_092_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	9	3	15	5	20	TARA_092_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110226T1440Z_092_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N5-20_N000001301	tara_20110226t1206z_092_event_cast	3.4889	P00DT02H27M	1	0.039	0.039	0.039	0.039	0.039	0.795	0.795	0.795	0.795	0.795	0.11	0.11	0.11	0.11	0.11	0.49	0.49	0.49	0.49	0.49
TARA_N000001303	SAMEA2732628	ERS491412	TARA_092	TARA_20110226T1408Z_092_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	9	3	15	20	180	TARA_092_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110226T1408Z_092_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N20-180_N000001303	tara_20110226t1206z_092_event_cast	2.6754	P00DT01H55M	1	0.039	0.039	0.039	0.039	0.039	0.795	0.795	0.795	0.795	0.795	0.11	0.11	0.11	0.11	0.11	0.49	0.49	0.49	0.49	0.49
TARA_N000001305	SAMEA2732583	ERS491407	TARA_092	TARA_20110226T1230Z_092_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	9	3	15	180	2000	TARA_092_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110226T1230Z_092_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N180-2000_N000001305	tara_20110226t1206z_092_event_cast	0.62153	P00DT00H17M	1	0.039	0.039	0.039	0.039	0.039	0.795	0.795	0.795	0.795	0.795	0.11	0.11	0.11	0.11	0.11	0.49	0.49	0.49	0.49	0.49
TARA_N000001309	SAMEA2621768	ERS491394	TARA_092	TARA_20110226T1201Z_092_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	9	3	15	0.8	0.8	TARA_092_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110226T1201Z_092_EVENT_PUMP_SRF_(9m)_SEQ-(100L-or-15min)_W>0.8_N000001309	tara_20110226t1206z_092_event_cast	0.10977	P00DT00H11M	1	0.039	0.039	0.039	0.039	0.039	0.795	0.795	0.795	0.795	0.795	0.11	0.11	0.11	0.11	0.11	0.49	0.49	0.49	0.49	0.49
TARA_N000001477	SAMEA2732344	ERS490774	TARA_080	TARA_20101129T1809Z_080_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	85	83	87	180	2000	TARA_080_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20101129T1809Z_080_EVENT_NET_DCM_(85m)_SEQ-(500mL-or-15min)_N180-2000_N000001477	"tara_20101129t1710z_080_event_cast,tara_20101129t1039z_080_event_cast"	0.88578-20.9339	P00DT00H59M	1	0.123	0.123	0.123	0.123	0.123	0.357	0.357	0.357	0.357	0.357	3.495	3.495	3.495	3.495	3.495	2.723	2.723	2.723	2.723	2.723
TARA_N000001499	SAMEA2732299	ERS490768	TARA_080	TARA_20101129T1430Z_080_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_080_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20101129T1430Z_080_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001499	"tara_20101129t1710z_080_event_cast,tara_20101129t1039z_080_event_cast"	7.4809-12.6304	P00DT02H39M	1	0	0	0	0	0	0	0	0	0	0	0.048	0.048	0.048	0.048	0.048	1.039	1.039	1.039	1.039	1.039
TARA_N000001503	SAMEA2732231	ERS490761	TARA_080	TARA_20101129T1204Z_080_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_080_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20101129T1204Z_080_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001503	"tara_20101129t1039z_080_event_cast,tara_20101129t1710z_080_event_cast"	3.9078-16.2262	P00DT01H26M	1	0	0	0	0	0	0	0	0	0	0	0.048	0.048	0.048	0.048	0.048	1.039	1.039	1.039	1.039	1.039
TARA_N000001478	SAMEA2621316	ERS490752	TARA_080	TARA_20101129T1121Z_080_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_080_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20101129T1121Z_080_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001478	"tara_20101129t1039z_080_event_cast,tara_20101129t1710z_080_event_cast"	1.2908-18.8097	P00DT00H43M	1	0	0	0	0	0	0	0	0	0	0	0.048	0.048	0.048	0.048	0.048	1.039	1.039	1.039	1.039	1.039
TARA_N000000065	SAMEA2620150	ERS488991	TARA_040	TARA_20100322T0930Z_040_EVENT_CAST	[ZZZ] marine water layer (ENVO:01000295)	50	48	52	3	3	TARA_040_ZZZ_3->	SEQ-(100L-or-15min)_W>3	TARA_20100322T0930Z_040_EVENT_CAST_ZZZ_(50m)_SEQ-(100L-or-15min)_W>3_N000000065	"tara_20100322t0930z_040_event_cast,tara_20100322t1123z_040_event_cast,tara_20100322t0710z_040_event_cast,tara_20100322t1313z_040_event_cast,tara_20100322t1550z_040_event_cast"	0.00583-3.2081	P00DT00H00M	1	0.009	0.009	0.009	0.009	0.009	0.305	0.305	0.305	0.305	0.305	0	0	0	0	0	1.159	1.159	1.159	1.159	1.159
TARA_N000000063	SAMEA2620128	ERS488967	TARA_040	TARA_20100322T0305Z_040_EVENT_CAST	[SRF] surface water layer (ENVO:00010504)	5	3	7	3	5	TARA_040_SRF_3->	SEQ-(100L-or-15min)_W>3	TARA_20100322T0305Z_040_EVENT_CAST_SRF_(5m)_SEQ-(100L-or-15min)_W>3_N000000063	"tara_20100322t0305z_040_event_cast,tara_20100322t0710z_040_event_cast,tara_20100322t0930z_040_event_cast,tara_20100322t1123z_040_event_cast,tara_20100322t1313z_040_event_cast"	0.00583-7.0147	P00DT00H00M	1	0.007	0.007	0.007	0.007	0.007	0.27	0.27	0.27	0.27	0.27	0.026	0.026	0.026	0.026	0.026	1.792	1.792	1.792	1.792	1.792
TARA_N000002817	SAMEA2623989	ERS494711	TARA_153	TARA_20120324T0813Z_153_EVENT_PUMP	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	25	23	27	5	20	TARA_153_MIX_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20120324T0813Z_153_EVENT_PUMP_MIX_(25m)_SEQ-(500mL-or-15min)_W5-20_N000002817	"tara_20120324t0639z_153_event_cast,tara_20120324t1218z_153_event_cast"	2.6558-6.2539	P00DT01H35M	1	0.215	0.215	0.215	0.215	0.215	0.254	0.254	0.254	0.254	0.254	3.205	3.205	3.205	3.205	3.205	1.538	1.538	1.538	1.538	1.538
TARA_N000002803	SAMEA2623950	ERS494662	TARA_152	TARA_20120320T2144Z_152_EVENT_PUMP	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	25	23	27	0.8	0.8	TARA_152_MIX_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20120320T2144Z_152_EVENT_PUMP_MIX_(25m)_SEQ-(100L-or-15min)_W>0.8_N000002803	"tara_20120319t1043z_152_event_cast,tara_20120319t0817z_152_event_cast"	14.7814-16.4126	P01DT11H01M	1	0.3195	0.3195	0.3195	0.3195	0.3195	0.167	0.167	0.167	0.167	0.167	2.2565	2.2565	2.2565	2.2565	2.2565	1.255	1.255	1.255	1.255	1.255
TARA_N000002751	SAMEA2732058	ERS494557	TARA_151	TARA_20120309T1705Z_151_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	180	2000	TARA_151_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20120309T1705Z_151_EVENT_NET_DCM_(80m)_SEQ-(500mL-or-15min)_N180-2000_N000002751	"tara_20120309t1352z_151_event_cast,tara_20120309t1016z_151_event_cast"	4.2266-5.3275	P00DT03H16M	2	0.011	0.011	0.0415	0.072	0.072	0.0135	0.0135	0.022	0.0305	0.0305	0.046	0.046	0.142	0.238	0.238	0.6315	0.6315	0.6335	0.6355	0.6355
TARA_N000002755	SAMEA2732088	ERS494553	TARA_151	TARA_20120309T1617Z_151_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	20	180	TARA_151_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20120309T1617Z_151_EVENT_NET_DCM_(80m)_SEQ-(500mL-or-15min)_N20-180_N000002755	"tara_20120309t1352z_151_event_cast,tara_20120309t1016z_151_event_cast"	2.0511-7.3084	P00DT02H28M	2	0.011	0.011	0.0415	0.072	0.072	0.0135	0.0135	0.022	0.0305	0.0305	0.046	0.046	0.142	0.238	0.238	0.6315	0.6315	0.6335	0.6355	0.6355
TARA_N000002745	SAMEA2732085	ERS494545	TARA_151	TARA_20120309T1242Z_151_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_151_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120309T1242Z_151_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002745	"tara_20120309t1352z_151_event_cast,tara_20120309t1016z_151_event_cast"	3.0588-3.9988	P00DT01H06M	1	0.019	0.019	0.019	0.019	0.019	0.0125	0.0125	0.0125	0.0125	0.0125	NA	NA	NA	NA	NA	0.6545	0.6545	0.6545	0.6545	0.6545
TARA_N000002147	SAMEA2731999	ERS494478	TARA_150	TARA_20120305T1610Z_150_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	5	20	TARA_150_DCM_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120305T1610Z_150_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N5-20_N000002147	"tara_20120305t1406z_150_event_cast,tara_20120305t2135z_150_event_cast"	3.2714-19.2349	P00DT02H06M	3	0.0395	0.039625	0.04	0.04	0.04	0	0	0	0	0	0.1595	0.16325	0.1745	0.206	0.2165	0.8378	0.838925	0.8423	0.85355	0.8573
TARA_N000002695	SAMEA2623815	ERS494452	TARA_150	TARA_20120305T0925Z_150_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_150_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20120305T0925Z_150_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002695	"tara_20120305t1406z_150_event_cast,tara_20120305t2135z_150_event_cast"	14.7093-30.5057	P00DT04H38M	1	0.0355	0.0355	0.0355	0.0355	0.0355	0.0055	0.0055	0.0055	0.0055	0.0055	0.1695	0.1695	0.1695	0.1695	0.1695	0.8358	0.8358	0.8358	0.8358	0.8358
TARA_N000002137	SAMEA2731851	ERS494422	TARA_149	TARA_20120301T1459Z_149_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_149_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120301T1459Z_149_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002137	"tara_20120301t1547z_149_event_cast,tara_20120301t1156z_149_event_cast,tara_20120301t1853z_149_event_cast"	1.8231-6.974	P00DT00H44M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002139	SAMEA2731641	ERS494418	TARA_149	TARA_20120301T1422Z_149_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_149_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20120301T1422Z_149_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002139	"tara_20120301t1547z_149_event_cast,tara_20120301t1156z_149_event_cast,tara_20120301t1853z_149_event_cast"	2.4058-5.6056	P00DT01H21M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002141	SAMEA2731846	ERS494412	TARA_149	TARA_20120301T1301Z_149_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_149_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20120301T1301Z_149_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002141	"tara_20120301t1156z_149_event_cast,tara_20120301t1547z_149_event_cast,tara_20120301t1853z_149_event_cast"	2.4939-6.3021	P00DT01H05M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002115	SAMEA2731821	ERS494359	TARA_148	TARA_20120224T1543Z_148_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_148_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120224T1543Z_148_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002115	"tara_20120224t1617z_148_event_cast,tara_20120224t1148z_148_event_cast"	3.1324-16.5388	P00DT00H32M	1	0.093	0.093	0.093	0.093	0.093	0.0015	0.0015	0.0015	0.0015	0.0015	0.1505	0.1505	0.1505	0.1505	0.1505	0.728	0.728	0.728	0.728	0.728
TARA_N000003257	SAMEA2730877	ERS494263	TARA_146	TARA_20120215T1649Z_146_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_146_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120215T1649Z_146_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000003257	"tara_20120215t1717z_146_event_cast,tara_20120215t1302z_146_event_cast,tara_20120216t1208z_146_event_cast"	2.3102-18.7733	P00DT00H26M	1	0.2225	0.2225	0.2225	0.2225	0.2225	NA	NA	NA	NA	NA	0.7375	0.7375	0.7375	0.7375	0.7375	0.944	0.944	0.944	0.944	0.944
TARA_N000003227	SAMEA2731035	ERS494195	TARA_145	TARA_20120202T1446Z_145_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_145_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20120202T1446Z_145_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000003227	"tara_20120202t1514z_145_event_cast,tara_20120202t1205z_145_event_cast"	0.82269-2.4979	P00DT00H25M	2	0.0795	0.0795	0.093	0.1065	0.1065	0.312	0.312	0.33275	0.3535	0.3535	3.2075	3.2075	3.7925	4.3775	4.3775	2.059	2.059	2.41425	2.7695	2.7695
TARA_N000003187	SAMEA2730686	ERS494142	TARA_144	TARA_20120130T0010Z_144_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_144_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20120130T0010Z_144_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000003187	"tara_20120129t2303z_144_event_cast,tara_20120131t0419z_144_event_cast"	3.6785-4.097	P00DT01H03M	2	0.0115	0.0115	0.01375	0.016	0.016	0	0	0	0	0	NA	NA	NA	NA	NA	1.111	1.111	1.14325	1.1755	1.1755
TARA_N000003100	SAMEA2730652	ERS493980	TARA_142	TARA_20120109T1926Z_142_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	125	123	127	20	180	TARA_142_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20120109T1926Z_142_EVENT_NET_DCM_(125m)_SEQ-(500mL-or-15min)_N20-180_N000003100	"tara_20120109t1243z_142_event_cast,tara_20120108t2325z_142_event_cast"	10.6919-14.6418	P00DT06H44M	1	0.0175	0.0175	0.0175	0.0175	0.0175	NA	NA	NA	NA	NA	0.0615	0.0615	0.0615	0.0615	0.0615	1.168	1.168	1.168	1.168	1.168
TARA_N000003087	SAMEA2730804	ERS493971	TARA_142	TARA_20120109T1613Z_142_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_142_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20120109T1613Z_142_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000003087	"tara_20120109t1243z_142_event_cast,tara_20120108t2325z_142_event_cast"	9.7088-13.5411	P00DT03H31M	1	0.0195	0.0195	0.0195	0.0195	0.0195	0.003	0.003	0.003	0.003	0.003	0.049	0.049	0.049	0.049	0.049	1.218	1.218	1.218	1.218	1.218
TARA_N000003017	SAMEA2732508	ERS493810	TARA_138	TARA_20111211T1739Z_138_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	180	2000	TARA_138_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111211T1739Z_138_EVENT_NET_DCM_(60m)_SEQ-(500mL-or-15min)_N180-2000_N000003017	"tara_20111211t2040z_138_event_cast,tara_20111210t1725z_138_event_cast,tara_20111210t1401z_138_event_cast"	2.6486-14.5143	P00DT02H58M	3	0.162	0.2375	0.464	0.736625	0.8275	0.459	0.62125	1.108	1.816	2.052	2.937	5.42875	12.904	23.4475	26.962	3.4765	4.625625	8.073	14.00025	15.976
TARA_N000002942	SAMEA2732863	ERS493686	TARA_137	TARA_20111202T2210Z_137_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	180	2000	TARA_137_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111202T2210Z_137_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N180-2000_N000002942	"tara_20111202t1746z_137_event_cast,tara_20111202t1412z_137_event_cast,tara_20111203t1433z_137_event_cast"	2.8771-7.9774	P00DT04H25M	3	0.083	0.138625	0.3055	0.7405	0.8855	0.5125	0.605375	0.884	1.437125	1.6215	2.0305	3.03475	6.0475	14.777125	17.687	2.3565	2.932625	4.661	10.122875	11.9435
TARA_N000002931	SAMEA2732604	ERS493652	TARA_137	TARA_20111202T1511Z_137_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_137_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111202T1511Z_137_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002931	"tara_20111202t1412z_137_event_cast,tara_20111202t1746z_137_event_cast,tara_20111203t1433z_137_event_cast"	0.44147-7.7843	P00DT01H00M	1	0.067	0.067	0.067	0.067	0.067	0.456	0.456	0.456	0.456	0.456	2.444	2.444	2.444	2.444	2.444	2.538	2.538	2.538	2.538	2.538
TARA_N000002967	SAMEA2732594	ERS493617	TARA_136	TARA_20111130T1716Z_136_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_136_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111130T1716Z_136_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002967	"tara_20111130t1608z_136_event_cast,tara_20111130t1945z_136_event_cast"	1.3705-3.1128	P00DT01H09M	1	0.0145	0.0145	0.0145	0.0145	0.0145	0.3115	0.3115	0.3115	0.3115	0.3115	0.242	0.242	0.242	0.242	0.242	1.7995	1.7995	1.7995	1.7995	1.7995
TARA_N000002171	SAMEA2623247	ERS493593	TARA_135	TARA_20111024T1707Z_135_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	650	646	655	3	3	TARA_135_MES_3->	SEQ-(100L-or-15min)_W>3	TARA_20111024T1707Z_135_Combined-EVENTS_CAST_MES_(650m)_SEQ-(100L-or-15min)_W>3_N000002171	"tara_20111023t1724z_135_event_cast,tara_20111023t1430z_135_event_cast,tara_20111022t2040z_134_event_cast,tara_20111022t1508z_134_event_cast"	10.9362-49.0452	P00DT07H37M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002183	SAMEA2623226	ERS493555	TARA_135	TARA_20111023T2122Z_135_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.8	0.8	TARA_135_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111023T2122Z_135_EVENT_PUMP_DCM_(30m)_SEQ-(100L-or-15min)_W>0.8_N000002183	"tara_20111023t1724z_135_event_cast,tara_20111023t1430z_135_event_cast,tara_20111022t2040z_134_event_cast,tara_20111022t1508z_134_event_cast"	11.6382-38.2003	P00DT03H58M	8	0.016625	0.056896	0.128209	0.251916	0.291708	0.287125	0.316292	0.370333	0.466708	0.538208	0.05325	0.377854	1.011	2.555646	3.36775	0.919042	1.186333	1.615166	2.323416	2.870125
TARA_N000002193	SAMEA2732980	ERS493530	TARA_135	TARA_20111023T1803Z_135_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_135_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111023T1803Z_135_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002193	"tara_20111023t1724z_135_event_cast,tara_20111023t1430z_135_event_cast,tara_20111022t2040z_134_event_cast,tara_20111022t1508z_134_event_cast"	0.71884-51.5619	P00DT00H39M	4	0.014209	0.014209	0.015167	0.016125	0.016125	0.287292	0.287292	0.288583	0.289875	0.289875	0.027917	0.027917	0.029292	0.030666	0.030666	1.217542	1.217542	1.223291	1.229042	1.229042
TARA_N000002464	SAMEA2623204	ERS493517	TARA_135	TARA_20111023T1424Z_135_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_135_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111023T1424Z_135_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002464	"tara_20111023t1430z_135_event_cast,tara_20111023t1724z_135_event_cast,tara_20111022t2040z_134_event_cast,tara_20111022t1508z_134_event_cast"	0.10098-48.2712	P00DT00H04M	4	0.014209	0.014209	0.015167	0.016125	0.016125	0.287292	0.287292	0.288583	0.289875	0.289875	0.027917	0.027917	0.029292	0.030666	0.030666	1.217542	1.217542	1.223291	1.229042	1.229042
TARA_N000002414	SAMEA2732914	ERS493362	TARA_132	TARA_20111005T0412Z_132_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	113	117	5	20	TARA_132_DCM_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20111005T0412Z_132_EVENT_NET_DCM_(115m)_SEQ-(500mL-or-15min)_N5-20_N000002414	"tara_20111004t2052z_132_event_cast,tara_20111004t1751z_132_event_cast"	5.0159-11.2493	P00DT07H21M	3	0.003	0.0065	0.017	0.161	0.209	0.0802	0.09145	0.1252	0.2152	0.2452	0	0.01175	0.047	1.34	1.771	3.9418	4.06805	4.4468	4.97405	5.1498
TARA_N000002422	SAMEA2623090	ERS493351	TARA_132	TARA_20111005T0101Z_132_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	111	120	0.8	0.8	TARA_132_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111005T0101Z_132_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(100L-or-15min)_W>0.8_N000002422	"tara_20111004t2052z_132_event_cast,tara_20111004t1751z_132_event_cast"	2.6109-4.6136	P00DT04H08M	3	0.003	0.0065	0.017	0.161	0.209	0.0802	0.09145	0.1252	0.2152	0.2452	0	0.01175	0.047	1.34	1.771	3.9418	4.06805	4.4468	4.97405	5.1498
TARA_N000002412	SAMEA2732843	ERS493328	TARA_132	TARA_20111004T2149Z_132_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_132_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20111004T2149Z_132_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002412	"tara_20111004t2052z_132_event_cast,tara_20111004t1751z_132_event_cast"	1.9956-8.2389	P00DT00H58M	1	0.002	0.002	0.002	0.002	0.002	0.0062	0.0062	0.0062	0.0062	0.0062	0.01	0.01	0.01	0.01	0.01	2.4278	2.4278	2.4278	2.4278	2.4278
TARA_N000002400	SAMEA2732736	ERS493320	TARA_132	TARA_20111004T2012Z_132_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_132_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111004T2012Z_132_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002400	"tara_20111004t2052z_132_event_cast,tara_20111004t1751z_132_event_cast"	1.797-4.4464	P00DT00H38M	1	0.002	0.002	0.002	0.002	0.002	0.0062	0.0062	0.0062	0.0062	0.0062	0.01	0.01	0.01	0.01	0.01	2.4278	2.4278	2.4278	2.4278	2.4278
TARA_N000002358	SAMEA2732732	ERS493278	TARA_131	TARA_20110930T2211Z_131_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	110	108	112	5	20	TARA_131_DCM_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110930T2211Z_131_EVENT_NET_DCM_(110m)_SEQ-(500mL-or-15min)_N5-20_N000002358	"tara_20110930t0252z_131_event_cast,tara_20110929t1933z_131_event_cast"	8.4635-13.5818	P00DT19H19M	2	0.003	0.003	0.01	0.017	0.017	0.0172	0.0172	0.0172	0.0172	0.0172	0.006	0.006	0.006	0.006	0.006	1.5308	1.5308	1.6413	1.7518	1.7518
TARA_N000002362	SAMEA2732785	ERS493274	TARA_131	TARA_20110930T2137Z_131_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	110	108	112	20	180	TARA_131_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110930T2137Z_131_EVENT_NET_DCM_(110m)_SEQ-(500mL-or-15min)_N20-180_N000002362	"tara_20110930t0252z_131_event_cast,tara_20110929t1933z_131_event_cast"	6.7976-11.4016	P00DT18H45M	2	0.003	0.003	0.01	0.017	0.017	0.0172	0.0172	0.0172	0.0172	0.0172	0.006	0.006	0.006	0.006	0.006	1.5308	1.5308	1.6413	1.7518	1.7518
