SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH_min	pH_first_quartile	pH_median	pH_third_quartile	pH_max	Carbon dioxide_min	Carbon dioxide_first_quartile	Carbon dioxide_median	Carbon dioxide_third_quartile	Carbon dioxide_max	"Carbon dioxide, partial pressure_min"	"Carbon dioxide, partial pressure_first_quartile"	"Carbon dioxide, partial pressure_median"	"Carbon dioxide, partial pressure_third_quartile"	"Carbon dioxide, partial pressure_max"	Fugacity of carbon dioxide in seawater_min	Fugacity of carbon dioxide in seawater_first_quartile	Fugacity of carbon dioxide in seawater_median	Fugacity of carbon dioxide in seawater_third_quartile	Fugacity of carbon dioxide in seawater_max	Bicarbonate ion_min	Bicarbonate ion_first_quartile	Bicarbonate ion_median	Bicarbonate ion_third_quartile	Bicarbonate ion_max	Carbonate ion_min	Carbonate ion_first_quartile	Carbonate ion_median	Carbonate ion_third_quartile	Carbonate ion_max	"Carbon, total_min"	"Carbon, total_first_quartile"	"Carbon, total_median"	"Carbon, total_third_quartile"	"Carbon, total_max"	"Alkalinity, total_min"	"Alkalinity, total_first_quartile"	"Alkalinity, total_median"	"Alkalinity, total_third_quartile"	"Alkalinity, total_max"	Calcite saturation state_min	Calcite saturation state_first_quartile	Calcite saturation state_median	Calcite saturation state_third_quartile	Calcite saturation state_max	Aragonite saturation state_min	Aragonite saturation state_first_quartile	Aragonite saturation state_median	Aragonite saturation state_third_quartile	Aragonite saturation state_max
TARA_N000002458	SAMEA2623148	ERS493444	TARA_133	TARA_20111019T0009Z_133_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	45	0.8	5	TARA_133_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20111019T0009Z_133_EVENT_PUMP_DCM_(45m)_SEQ-(100L-or-15min)_W0.8-5_N000002458	tara_20110929t1933z_131_event_cast	3252.9305	P19DT04H39M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0567	0.0684	0.10295	0.12905	0.1323	0.0133	0.01905	0.03465	0.0679	0.0913	0.0056	0.00885	0.0169	0.025	0.0283	0.0017	0.0035	0.00685	0.0131	0.0178	0.0026	0.00395	0.00555	0.0071	0.0084
TARA_N000002450	SAMEA2732861	ERS493427	TARA_133	TARA_20111018T2303Z_133_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	45	20	180	TARA_133_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111018T2303Z_133_EVENT_NET_DCM_(45m)_SEQ-(500mL-or-15min)_N20-180_N000002450	tara_20110929t1933z_131_event_cast	3250.2072	P19DT03H33M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0567	0.0684	0.10295	0.12905	0.1323	0.0133	0.01905	0.03465	0.0679	0.0913	0.0056	0.00885	0.0169	0.025	0.0283	0.0017	0.0035	0.00685	0.0131	0.0178	0.0026	0.00395	0.00555	0.0071	0.0084
TARA_N000002430	SAMEA2732857	ERS493423	TARA_133	TARA_20111018T2145Z_133_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	45	180	2000	TARA_133_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111018T2145Z_133_EVENT_NET_DCM_(45m)_SEQ-(500mL-or-15min)_N180-2000_N000002430	tara_20110929t1933z_131_event_cast	3247.5498	P19DT02H15M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0567	0.0684	0.10295	0.12905	0.1323	0.0133	0.01905	0.03465	0.0679	0.0913	0.0056	0.00885	0.0169	0.025	0.0283	0.0017	0.0035	0.00685	0.0131	0.0178	0.0026	0.00395	0.00555	0.0071	0.0084
TARA_X000000886	SAMEA2619522	ERS488098	TARA_008	TARA_20090927T1420Z_008_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	45	0.8	5	TARA_008_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20090927T1420Z_008_EVENT_PUMP_DCM_(45m)_SEQ-(100L-or-15min)_W0.8-5_X000000886	tara_20091011t0652z_012_event_cast	680.3676	P13DT16H28M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.038	0.038	0.038	0.038	0.038	0.0123	0.0123	0.0123	0.0123	0.0123	0.0344	0.0344	0.0344	0.0344	0.0344	0.0066	0.0066	0.0066	0.0066	0.0066	0.0119	0.0119	0.0119	0.0119	0.0119	0.0024	0.0024	0.0024	0.0024	0.0024
TARA_N000001765	SAMEA2731693	ERS492314	TARA_110	TARA_20110522T2050Z_110_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	180	2000	TARA_110_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110522T2050Z_110_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N180-2000_N000001765	tara_20110521t1240z_110_event_cast	21.9406	P01DT08H12M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0274	0.02845	0.0316	0.035725	0.0371	0.0233	0.02475	0.0291	0.031125	0.0318	0.0047	0.004775	0.005	0.0077	0.0086	0	0	0	0.001875	0.0025	0.0019	0.001975	0.0022	0.002275	0.0023
TARA_X000001347	SAMEA2730674	ERS488272	TARA_012	TARA_20091011T1007Z_012_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	20	180	TARA_012_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20091011T1007Z_012_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N20-180_X000001347	tara_20091011t0652z_012_event_cast	2.9789	P00DT03H18M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0173	0.0173	0.0173	0.0173	0.0173	0.0806	0.0806	0.0806	0.0806	0.0806	0.06575	0.06575	0.06575	0.06575	0.06575	0.02195	0.02195	0.02195	0.02195	0.02195	0.0096	0.0096	0.0096	0.0096	0.0096	0.00385	0.00385	0.00385	0.00385	0.00385
TARA_N000001756	SAMEA2622419	ERS492281	TARA_110	TARA_20110521T2100Z_110_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	5	20	TARA_110_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110521T2100Z_110_EVENT_PUMP_DCM_(50m)_SEQ-(500mL-or-15min)_W5-20_N000001756	tara_20110521t1240z_110_event_cast	12.7625	P00DT08H22M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0274	0.02845	0.0316	0.035725	0.0371	0.0233	0.02475	0.0291	0.031125	0.0318	0.0047	0.004775	0.005	0.0077	0.0086	0	0	0	0.001875	0.0025	0.0019	0.001975	0.0022	0.002275	0.0023
TARA_N000001700	SAMEA2732775	ERS492128	TARA_106	TARA_20110504T1559Z_106_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	20	180	TARA_106_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110504T1559Z_106_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N20-180_N000001700	tara_20110503t1242z_106_event_cast	14.7431	P01DT03H18M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0036	0.0036	0.0036	0.0036	0.0036	0.0208	0.0208	0.0208	0.0208	0.0208	0.0164	0.0164	0.0164	0.0164	0.0164	0.0091	0.0091	0.0091	0.0091	0.0091	0.0011	0.0011	0.0011	0.0011	0.0011	0.0029	0.0029	0.0029	0.0029	0.0029
TARA_N000001704	SAMEA2732708	ERS492124	TARA_106	TARA_20110504T1449Z_106_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	180	2000	TARA_106_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110504T1449Z_106_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N180-2000_N000001704	tara_20110503t1242z_106_event_cast	10.1015	P01DT02H08M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0036	0.0036	0.0036	0.0036	0.0036	0.0208	0.0208	0.0208	0.0208	0.0208	0.0164	0.0164	0.0164	0.0164	0.0164	0.0091	0.0091	0.0091	0.0091	0.0091	0.0011	0.0011	0.0011	0.0011	0.0011	0.0029	0.0029	0.0029	0.0029	0.0029
TARA_N000001764	SAMEA2731692	ERS492313	TARA_110	TARA_20110522T2050Z_110_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	180	2000	TARA_110_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110522T2050Z_110_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N180-2000_N000001764	tara_20110521t1240z_110_event_cast	21.9406	P01DT08H12M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0274	0.02845	0.0316	0.035725	0.0371	0.0233	0.02475	0.0291	0.031125	0.0318	0.0047	0.004775	0.005	0.0077	0.0086	0	0	0	0.001875	0.0025	0.0019	0.001975	0.0022	0.002275	0.0023
TARA_N000000065	SAMEA2620150	ERS488991	TARA_040	TARA_20100322T0930Z_040_EVENT_CAST	[ZZZ] marine water layer (ENVO:01000295)	50	3		TARA_040_ZZZ_3->	SEQ-(100L-or-15min)_W>3	TARA_20100322T0930Z_040_EVENT_CAST_ZZZ_(50m)_SEQ-(100L-or-15min)_W>3_N000000065	tara_20100315t0345z_038_event_cast	407.961	P07DT05H44M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0077	0.0077	0.0077	0.0077	0.0077	0.0125	0.0125	0.0125	0.0125	0.0125	0.0054	0.0054	0.0054	0.0054	0.0054	0.002	0.002	0.002	0.002	0.002	0	0	0	0	0	0.001	0.001	0.001	0.001	0.001
TARA_N000001748	SAMEA2622415	ERS492277	TARA_110	TARA_20110521T2100Z_110_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	0.8		TARA_110_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110521T2100Z_110_EVENT_PUMP_DCM_(50m)_SEQ-(100L-or-15min)_W>0.8_N000001748	tara_20110521t1240z_110_event_cast	12.7625	P00DT08H22M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0274	0.02845	0.0316	0.035725	0.0371	0.0233	0.02475	0.0291	0.031125	0.0318	0.0047	0.004775	0.005	0.0077	0.0086	0	0	0	0.001875	0.0025	0.0019	0.001975	0.0022	0.002275	0.0023
TARA_N000001752	SAMEA2622417	ERS492279	TARA_110	TARA_20110521T2100Z_110_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	0.8	5	TARA_110_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110521T2100Z_110_EVENT_PUMP_DCM_(50m)_SEQ-(100L-or-15min)_W0.8-5_N000001752	tara_20110521t1240z_110_event_cast	12.7625	P00DT08H22M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0274	0.02845	0.0316	0.035725	0.0371	0.0233	0.02475	0.0291	0.031125	0.0318	0.0047	0.004775	0.005	0.0077	0.0086	0	0	0	0.001875	0.0025	0.0019	0.001975	0.0022	0.002275	0.0023
TARA_N000000728	SAMEA2621048	ERS490307	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	0.8	5	TARA_068_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(100L-or-15min)_W0.8-5_N000000728	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast"	3.42	P00DT18H33M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0692	0.0692	0.0692	0.0692	0.0692	0.0183	0.0183	0.0183	0.0183	0.0183	0.0038	0.0038	0.0038	0.0038	0.0038	0.0048	0.0048	0.0048	0.0048	0.0048	0.0024	0.0024	0.0024	0.0024	0.0024
TARA_N000001618	SAMEA2657077	ERS491904	TARA_100	TARA_20110416T0004Z_100_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	20	180	TARA_100_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110416T0004Z_100_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N20-180_N000001618	tara_20110421t2019z_102_event_cast	1472.3506	P05DT20H12M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0099	0.0099	0.0099	0.0099	0.0099	0.0096	0.0096	0.0096	0.0096	0.0096	0.0061	0.0061	0.0061	0.0061	0.0061	0	0	0	0	0	0.002	0.002	0.002	0.002	0.002
TARA_N000001622	SAMEA2657044	ERS491900	TARA_100	TARA_20110415T2330Z_100_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	180	2000	TARA_100_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110415T2330Z_100_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N180-2000_N000001622	tara_20110421t2019z_102_event_cast	1471.6239	P05DT20H46M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0099	0.0099	0.0099	0.0099	0.0099	0.0096	0.0096	0.0096	0.0096	0.0096	0.0061	0.0061	0.0061	0.0061	0.0061	0	0	0	0	0	0.002	0.002	0.002	0.002	0.002
TARA_N000001614	SAMEA2622132	ERS491887	TARA_100	TARA_20110415T1938Z_100_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	5	20	TARA_100_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110415T1938Z_100_EVENT_PUMP_DCM_(50m)_SEQ-(500mL-or-15min)_W5-20_N000001614	tara_20110421t2019z_102_event_cast	1467.43	P06DT00H38M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0099	0.0099	0.0099	0.0099	0.0099	0.0096	0.0096	0.0096	0.0096	0.0096	0.0061	0.0061	0.0061	0.0061	0.0061	0	0	0	0	0	0.002	0.002	0.002	0.002	0.002
TARA_N000001610	SAMEA2622130	ERS491885	TARA_100	TARA_20110415T1938Z_100_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	0.8	5	TARA_100_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110415T1938Z_100_EVENT_PUMP_DCM_(50m)_SEQ-(100L-or-15min)_W0.8-5_N000001610	tara_20110421t2019z_102_event_cast	1467.43	P06DT00H38M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0099	0.0099	0.0099	0.0099	0.0099	0.0096	0.0096	0.0096	0.0096	0.0096	0.0061	0.0061	0.0061	0.0061	0.0061	0	0	0	0	0	0.002	0.002	0.002	0.002	0.002
TARA_N000001606	SAMEA2622128	ERS491883	TARA_100	TARA_20110415T1938Z_100_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	0.8		TARA_100_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110415T1938Z_100_EVENT_PUMP_DCM_(50m)_SEQ-(100L-or-15min)_W>0.8_N000001606	tara_20110421t2019z_102_event_cast	1467.43	P06DT00H38M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0099	0.0099	0.0099	0.0099	0.0099	0.0096	0.0096	0.0096	0.0096	0.0096	0.0061	0.0061	0.0061	0.0061	0.0061	0	0	0	0	0	0.002	0.002	0.002	0.002	0.002
TARA_N000000703	SAMEA2621055	ERS490314	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	5	20	TARA_068_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(500mL-or-15min)_W5-20_N000000703	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast"	3.42	P00DT18H33M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0692	0.0692	0.0692	0.0692	0.0692	0.0183	0.0183	0.0183	0.0183	0.0183	0.0038	0.0038	0.0038	0.0038	0.0038	0.0048	0.0048	0.0048	0.0048	0.0048	0.0024	0.0024	0.0024	0.0024	0.0024
TARA_N000000720	SAMEA2621052	ERS490311	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	0.8		TARA_068_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(100L-or-15min)_W>0.8_N000000720	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast"	3.42	P00DT18H33M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0692	0.0692	0.0692	0.0692	0.0692	0.0183	0.0183	0.0183	0.0183	0.0183	0.0038	0.0038	0.0038	0.0038	0.0038	0.0048	0.0048	0.0048	0.0048	0.0048	0.0024	0.0024	0.0024	0.0024	0.0024
TARA_N000000711	SAMEA2657061	ERS490294	TARA_068	TARA_20100914T1256Z_068_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	180	2000	TARA_068_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100914T1256Z_068_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N180-2000_N000000711	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast"	2.9237	P00DT17H59M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0692	0.0692	0.0692	0.0692	0.0692	0.0183	0.0183	0.0183	0.0183	0.0183	0.0038	0.0038	0.0038	0.0038	0.0038	0.0048	0.0048	0.0048	0.0048	0.0048	0.0024	0.0024	0.0024	0.0024	0.0024
TARA_E500000200	SAMEA2657045	ERS488521	TARA_025	TARA_20091123T1620Z_025_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	180	2000	TARA_025_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20091123T1620Z_025_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N180-2000_E500000200	tara_20091123t1242z_025_event_cast	4.2754	P00DT03H39M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000398	SAMEA2619789	ERS488516	TARA_025	TARA_20091123T1352Z_025_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	5	20	TARA_025_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20091123T1352Z_025_EVENT_PUMP_DCM_(50m)_SEQ-(500mL-or-15min)_W5-20_A100000398	tara_20091123t1242z_025_event_cast	1.9377	P00DT01H11M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000396	SAMEA2619788	ERS488515	TARA_025	TARA_20091123T1352Z_025_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	0.8	5	TARA_025_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20091123T1352Z_025_EVENT_PUMP_DCM_(50m)_SEQ-(100L-or-15min)_W0.8-5_A100000396	tara_20091123t1242z_025_event_cast	1.9377	P00DT01H11M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_E500000196	SAMEA2657037	ERS488508	TARA_025	TARA_20091123T1308Z_025_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	20	180	TARA_025_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20091123T1308Z_025_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N20-180_E500000196	tara_20091123t1242z_025_event_cast	0.80551	P00DT00H27M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000556	SAMEA2624976	ERS478011	TARA_023	TARA_20091118T1352Z_023_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	20	180	TARA_023_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20091118T1352Z_023_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N20-180_A100000556	tara_20091123t1242z_025_event_cast	337.1771	P04DT22H48M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000554	SAMEA2611381	ERS478012	TARA_023	TARA_20091118T1632Z_023_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	180	2000	TARA_023_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20091118T1632Z_023_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N180-2000_A100000554	tara_20091123t1242z_025_event_cast	336.0641	P04DT20H08M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_G000000124	SAMEA2620403	ERS489312	TARA_047	TARA_20100416T0444Z_047_EVENT_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	55	0.8	20	TARA_047_DCM_0.8-20	SEQ-(100L-or-15min)_W0.8-20	TARA_20100416T0444Z_047_EVENT_CAST_DCM_(55m)_SEQ-(100L-or-15min)_W0.8-20_G000000124	tara_20100415t0240z_046_event_cast	189.9919	P01DT02H04M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0046	0.0046	0.00685	0.0091	0.0091	0.0019	0.0019	0.00225	0.0026	0.0026	0	0	8.00E-04	0.0016	0.0016	0	0	5.00E-04	0.001	0.001	0	0	0.00025	5.00E-04	5.00E-04
TARA_X000001056	SAMEA2619557	ERS488156	TARA_009	TARA_20090928T1659Z_009_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	55	5	20	TARA_009_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20090928T1659Z_009_EVENT_PUMP_DCM_(55m)_SEQ-(500mL-or-15min)_W5-20_X000001056	tara_20091011t0652z_012_event_cast	504.9025	P12DT13H49M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0071	0.0071	0.0071	0.0071	0.0071	0.0169	0.0169	0.0169	0.0169	0.0169	0.0067	0.0067	0.0067	0.0067	0.0067	0.002	0.002	0.002	0.002	0.002	0.0025	0.0025	0.0025	0.0025	0.0025	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04
TARA_X000001040	SAMEA2619551	ERS488150	TARA_009	TARA_20090928T1659Z_009_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	55	0.8	5	TARA_009_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20090928T1659Z_009_EVENT_PUMP_DCM_(55m)_SEQ-(100L-or-15min)_W0.8-5_X000001040	tara_20091011t0652z_012_event_cast	504.9025	P12DT13H49M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0071	0.0071	0.0071	0.0071	0.0071	0.0169	0.0169	0.0169	0.0169	0.0169	0.0067	0.0067	0.0067	0.0067	0.0067	0.002	0.002	0.002	0.002	0.002	0.0025	0.0025	0.0025	0.0025	0.0025	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04
TARA_A100000558	SAMEA2591104	ERS478004	TARA_023	TARA_20091118T1240Z_023_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	55	5	20	TARA_023_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20091118T1240Z_023_EVENT_PUMP_DCM_(55m)_SEQ-(500mL-or-15min)_W5-20_A100000558	tara_20091123t1242z_025_event_cast	337.3359	P04DT22H50M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
